s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
EA73472	115865048	chr3	1521	ENSLOCG00000004155	8242484	LG25	7124
EA72824	143827975	chr3	1627	ENSLOCG00000006740	12381478	LG25	7167
EA78078	144587203	chr3	1630	ENSLOCG00000003864	7955831	LG25	7120
EA75542	147262834	chr3	1637	ENSLOCG00000007636	13984996	LG25	7187
EA73065	149223416	chr3	1645	ENSLOCG00000003724	7430959	LG25	7117
EA78347	149835305	chr3	1649	ENSLOCG00000018082	4434983	LG25	7095
EA75520	149874178	chr3	1650	ENSLOCG00000002339	4442178	LG25	7096
EA75554	154721670	chr3	1670	ENSLOCG00000005336	9596955	LG25	7142
EA77037	160526129	chr3	1675	ENSLOCG00000006950	12636078	LG25	7170
EA75162	161530129	chr3	1676	ENSLOCG00000002655	4900283	LG25	7101
EA77432	162413058	chr3	1677	ENSLOCG00000004036	8165168	LG25	7123
EA77345	169711030	chr3	1691	ENSLOCG00000007482	13892074	LG25	7180
EA74530	172701583	chr3	1708	ENSLOCG00000002774	5318193	LG25	7103
EA77045	172748680	chr3	1709	ENSLOCG00000008002	14300594	LG25	7202
EA78702	173595979	chr3	1715	ENSLOCG00000005728	10303744	LG25	7147
EA78114	174143874	chr3	1716	ENSLOCG00000003000	5624009	LG25	7107
EA75033	174203281	chr3	1719	ENSLOCG00000004916	8877361	LG25	7134
EA74890	174656535	chr3	1720	ENSLOCG00000003549	7117705	LG25	7114
EA76945	175552584	chr3	1725	ENSLOCG00000005635	9848119	LG25	7146
EA76727	175876390	chr3	1728	ENSLOCG00000007948	14218274	LG25	7201
EA79096	176623514	chr3	1732	ENSLOCG00000002820	5380448	LG25	7105
EA75380	176789733	chr3	1734	ENSLOCG00000004638	8631117	LG25	7130
EA73339	188943974	chr3	1758	ENSLOCG00000007873	14145260	LG25	7197
EA74791	46322138	chr3	1262	ENSLOCG00000017863	11765567	LG26	7293
EA75023	52880412	chr3	1291	ENSLOCG00000006584	11003396	LG26	7286
EA74334	149356022	chr3	1646	ENSLOCG00000008244	13525843	LG26	7305
EA78255	172491370	chr3	1704	ENSLOCG00000007738	12597967	LG26	7296
EA78426	175521248	chr3	1724	ENSLOCG00000007108	11858410	LG26	7294
EA75685	9891122	chr3	1159	ENSLOCG00000002879	3086038	LG22	7359
EA73977	10507263	chr3	1162	ENSLOCG00000006063	9524127	LG22	7449
EA74227	83946213	chr3	1389	ENSLOCG00000004870	7094480	LG22	7413
EA76198	94423961	chr3	1421	ENSLOCG00000003060	3577261	LG22	7364
EA78591	95746461	chr3	1434	ENSLOCG00000002907	3189042	LG22	7360
EA74274	96010260	chr3	1435	ENSLOCG00000002581	2702577	LG22	7357
EA78321	96120779	chr3	1436	ENSLOCG00000000983	250188	LG22	7315
EA77505	96819374	chr3	1439	ENSLOCG00000001485	690770	LG22	7329
EA77141	97526233	chr3	1443	ENSLOCG00000002403	2514033	LG22	7352
EA77704	97572049	chr3	1444	ENSLOCG00000004252	5553471	LG22	7394
EA75836	98690966	chr3	1450	ENSLOCG00000004641	6344854	LG22	7405
EA76146	99390971	chr3	1454	ENSLOCG00000001510	710359	LG22	7330
EA76119	99648950	chr3	1457	ENSLOCG00000004174	5525461	LG22	7392
EA73419	99669700	chr3	1458	ENSLOCG00000001569	931450	LG22	7332
EA73735	99854278	chr3	1459	ENSLOCG00000005760	9042146	LG22	7436
EA75486	100216185	chr3	1462	ENSLOCG00000005507	8614028	LG22	7435
EA76900	101290380	chr3	1467	ENSLOCG00000005994	9417598	LG22	7446
EA76161	176711998	chr3	1733	ENSLOCG00000002087	1552832	LG22	7347
EA75179	176819779	chr3	1735	ENSLOCG00000001105	281808	LG22	7318
EA79493	187029716	chr3	1747	ENSLOCG00000005302	8348509	LG22	7428
EA77551	187385746	chr3	1751	ENSLOCG00000017424	3665921	LG22	7367
EA78477	15674860	chr3	1182	ENSLOCG00000012540	4892507	LG15	7531
EA79082	33776646	chr3	1233	ENSLOCG00000011430	346860	LG15	7481
EA77895	99450171	chr3	1455	ENSLOCG00000011922	2163960	LG15	7497
EA73999	59640910	chr3	1309	ENSLOCG00000001828	3381812	LG19	7617
EA73600	170672948	chr3	1695	ENSLOCG00000003024	4665102	LG19	7643
EA75991	163972323	chr3	1682	ENSLOCG00000007674	6229679	LG24	7767
EA59442	4595293	chr4	1804	ENSLOCG00000006608	16277035	LG4	119
EA57063	11942083	chr4	1811	ENSLOCG00000003816	11444391	LG4	69
EA61437	16135563	chr4	1832	ENSLOCG00000004834	12770349	LG4	94
EA61970	16226532	chr4	1834	ENSLOCG00000003551	11051900	LG4	62
EA60587	20156769	chr4	1858	ENSLOCG00000004633	12516107	LG4	89
EA60490	30344916	chr4	1892	ENSLOCG00000007330	18052991	LG4	134
EA60817	37242840	chr4	1907	ENSLOCG00000006517	16155205	LG4	118
EA60594	37668122	chr4	1908	ENSLOCG00000005711	14545495	LG4	107
EA59030	71434685	chr4	2004	ENSLOCG00000011373	47004827	LG4	298
EA62681	77008294	chr4	2024	ENSLOCG00000006148	15492598	LG4	114
EA61690	79833663	chr4	2033	ENSLOCG00000007549	18451122	LG4	138
EA62322	84115056	chr4	2048	ENSLOCG00000007786	18944184	LG4	141
EA57300	125037193	chr4	2201	ENSLOCG00000013178	63772154	LG4	412
EA59689	125453749	chr4	2204	ENSLOCG00000014077	72413493	LG4	470
EA59763	142645007	chr4	2250	ENSLOCG00000003714	11327229	LG4	67
EA60157	156556743	chr4	2290	ENSLOCG00000013749	70008849	LG4	446
EA60533	157989405	chr4	2295	ENSLOCG00000005500	14155977	LG4	103
EA57180	160974465	chr4	2296	ENSLOCG00000006089	15426160	LG4	113
EA60327	161989432	chr4	2299	ENSLOCG00000004747	12648053	LG4	92
EA57595	162718492	chr4	2303	ENSLOCG00000006627	16284337	LG4	120
EA62460	47797914	chr4	1928	ENSLOCG00000015704	13771286	LG1	617
EA62369	50184165	chr4	1934	ENSLOCG00000016382	31394866	LG1	759
EA62458	59802861	chr4	1956	ENSLOCG00000015208	7951682	LG1	561
EA57813	60475429	chr4	1961	ENSLOCG00000016418	32630316	LG1	772
EA60627	64999856	chr4	1977	ENSLOCG00000016416	32583707	LG1	771
EA59552	88677591	chr4	2054	ENSLOCG00000017216	63462580	LG1	996
EA57637	88863904	chr4	2055	ENSLOCG00000017232	64703138	LG1	1004
EA60069	110119138	chr4	2129	ENSLOCG00000017264	67116855	LG1	1021
EA57082	110177259	chr4	2130	ENSLOCG00000017258	66567719	LG1	1019
EA57931	111895982	chr4	2136	ENSLOCG00000016715	44927556	LG1	846
EA59542	112058377	chr4	2137	ENSLOCG00000016826	49132664	LG1	868
EA58231	113688704	chr4	2140	ENSLOCG00000015840	16311946	LG1	640
EA59136	114397421	chr4	2143	ENSLOCG00000018004	43497181	LG1	837
EA58527	114618384	chr4	2145	ENSLOCG00000017883	67716969	LG1	1028
EA63366	127371923	chr4	2217	ENSLOCG00000015094	6591181	LG1	544
EA60300	145757105	chr4	2257	ENSLOCG00000016864	50253429	LG1	879
EA62107	145976097	chr4	2260	ENSLOCG00000016786	46306254	LG1	858
EA58109	171651551	chr4	2323	ENSLOCG00000016993	55940082	LG1	923
EA57729	171998985	chr4	2324	ENSLOCG00000016991	55896543	LG1	921
EA62998	180270624	chr4	2356	ENSLOCG00000017221	63858202	LG1	999
EA58143	28856245	chr4	1883	ENSLOCG00000017966	5251721	LG2	1068
EA57573	48610587	chr4	1930	ENSLOCG00000012870	54653878	LG2	1412
EA58875	48703380	chr4	1931	ENSLOCG00000012857	54631142	LG2	1411
EA60016	49802043	chr4	1933	ENSLOCG00000003581	9666376	LG2	1097
EA60248	52536256	chr4	1938	ENSLOCG00000001902	3194751	LG2	1053
EA59031	52962067	chr4	1939	ENSLOCG00000006432	16690227	LG2	1160
EA58945	55454325	chr4	1943	ENSLOCG00000001629	1443306	LG2	1045
EA63243	56444878	chr4	1944	ENSLOCG00000007436	22241589	LG2	1187
EA59628	59683374	chr4	1955	ENSLOCG00000014713	66786000	LG2	1522
EA61372	66475162	chr4	1981	ENSLOCG00000002002	4300304	LG2	1056
EA63117	66585558	chr4	1982	ENSLOCG00000001965	3799503	LG2	1055
EA60149	66949968	chr4	1984	ENSLOCG00000001833	2820621	LG2	1051
EA61896	67320693	chr4	1985	ENSLOCG00000012846	54572177	LG2	1410
EA59421	69980540	chr4	1992	ENSLOCG00000008332	26086722	LG2	1211
EA57652	70427214	chr4	1996	ENSLOCG00000004732	11761984	LG2	1122
EA62529	77461621	chr4	2025	ENSLOCG00000013580	59245005	LG2	1439
EA61154	79129826	chr4	2029	ENSLOCG00000003089	7715775	LG2	1086
EA63017	96765916	chr4	2079	ENSLOCG00000014038	61244160	LG2	1462
EA59949	124576215	chr4	2200	ENSLOCG00000014098	61646385	LG2	1467
EA62662	137700056	chr4	2246	ENSLOCG00000002688	6286288	LG2	1075
EA58490	143276604	chr4	2251	ENSLOCG00000013282	57887936	LG2	1428
EA62814	168902220	chr4	2318	ENSLOCG00000003045	7653896	LG2	1085
EA60811	177220014	chr4	2340	ENSLOCG00000014228	62354862	LG2	1478
EA62115	179233229	chr4	2348	ENSLOCG00000013298	57942466	LG2	1429
EA61297	48240064	chr4	1929	ENSLOCG00000013505	41245063	LG3	1894
EA60672	48833444	chr4	1932	ENSLOCG00000013531	41295486	LG3	1896
EA58077	50382875	chr4	1935	ENSLOCG00000013474	41054670	LG3	1891
EA62203	50389682	chr4	1936	ENSLOCG00000013465	41044670	LG3	1890
EA60209	53257640	chr4	1940	ENSLOCG00000014392	48222340	LG3	1984
EA61274	56872067	chr4	1948	ENSLOCG00000010255	26976141	LG3	1774
EA62774	66588011	chr4	1983	ENSLOCG00000014235	45253097	LG3	1965
EA59293	67858954	chr4	1986	ENSLOCG00000014263	46465038	LG3	1971
EA57748	68710372	chr4	1990	ENSLOCG00000013835	42943239	LG3	1924
EA61832	70242130	chr4	1995	ENSLOCG00000014639	52091644	LG3	2004
EA60343	104391030	chr4	2110	ENSLOCG00000003015	3943359	LG3	1584
EA61700	109340229	chr4	2125	ENSLOCG00000013995	43891178	LG3	1940
EA57067	168089632	chr4	2316	ENSLOCG00000009152	18366071	LG3	1740
EA62536	168193711	chr4	2317	ENSLOCG00000006748	10135089	LG3	1668
EA60798	6780801	chr4	1807	ENSLOCG00000009158	20644788	LG9	2222
EA57826	11334261	chr4	1809	ENSLOCG00000013313	50517658	LG9	2414
EA60236	13804246	chr4	1818	ENSLOCG00000007919	16715290	LG9	2188
EA58050	15149123	chr4	1828	ENSLOCG00000010490	29394237	LG9	2272
EA58470	16533722	chr4	1840	ENSLOCG00000011211	32727723	LG9	2299
EA57477	16654993	chr4	1841	ENSLOCG00000011163	32623850	LG9	2297
EA61599	17216949	chr4	1845	ENSLOCG00000010799	30883814	LG9	2282
EA62186	17911708	chr4	1846	ENSLOCG00000009610	24989146	LG9	2239
EA60372	18210621	chr4	1847	ENSLOCG00000010560	29568500	LG9	2273
EA63333	18336669	chr4	1848	ENSLOCG00000011763	35866245	LG9	2322
EA62589	18492320	chr4	1849	ENSLOCG00000011779	36065834	LG9	2323
EA63158	18494575	chr4	1850	ENSLOCG00000011800	36101726	LG9	2324
EA61223	18718784	chr4	1852	ENSLOCG00000003186	3004558	LG9	2095
EA62900	44534319	chr4	1918	ENSLOCG00000013442	51453696	LG9	2422
EA59672	46914071	chr4	1923	ENSLOCG00000012987	48374687	LG9	2391
EA60888	47036681	chr4	1924	ENSLOCG00000012990	48390295	LG9	2392
EA60285	47040786	chr4	1925	ENSLOCG00000012994	48537254	LG9	2393
EA60855	75235403	chr4	2019	ENSLOCG00000010214	28246588	LG9	2260
EA57308	79403661	chr4	2032	ENSLOCG00000009647	25336392	LG9	2240
EA57208	83019823	chr4	2041	ENSLOCG00000013339	50629537	LG9	2417
EA57955	84136118	chr4	2049	ENSLOCG00000009215	21023393	LG9	2227
EA58149	91213374	chr4	2064	ENSLOCG00000012125	37797089	LG9	2342
EA57162	96686004	chr4	2078	ENSLOCG00000012941	47830246	LG9	2384
EA62018	98861045	chr4	2086	ENSLOCG00000012726	43907908	LG9	2375
EA57437	100727619	chr4	2093	ENSLOCG00000012015	37418168	LG9	2336
EA61361	101253101	chr4	2094	ENSLOCG00000011613	34866065	LG9	2312
EA62645	101347705	chr4	2095	ENSLOCG00000010189	28143361	LG9	2259
EA58831	104738131	chr4	2113	ENSLOCG00000009688	25478589	LG9	2243
EA57261	106454908	chr4	2116	ENSLOCG00000007561	15998011	LG9	2181
EA60773	106875911	chr4	2120	ENSLOCG00000010656	30046180	LG9	2276
EA58254	108438568	chr4	2124	ENSLOCG00000008668	19328887	LG9	2207
EA59104	112142297	chr4	2138	ENSLOCG00000013217	50081249	LG9	2405
EA59833	114512863	chr4	2144	ENSLOCG00000001703	229796	LG9	2073
EA62317	125633757	chr4	2206	ENSLOCG00000003296	3431342	LG9	2098
EA63066	125788376	chr4	2207	ENSLOCG00000003243	3055303	LG9	2096
EA59428	125944956	chr4	2208	ENSLOCG00000011846	36288123	LG9	2327
EA57241	128583281	chr4	2224	ENSLOCG00000004744	6673967	LG9	2125
EA61238	147419745	chr4	2263	ENSLOCG00000006356	12646112	LG9	2164
EA58780	154092574	chr4	2282	ENSLOCG00000011912	36536174	LG9	2330
EA60913	157923811	chr4	2294	ENSLOCG00000012949	47853255	LG9	2385
EA61285	161780664	chr4	2298	ENSLOCG00000010245	28424276	LG9	2261
EA59868	13623341	chr4	1816	ENSLOCG00000011951	31702162	LG5	2724
EA60180	16897303	chr4	1843	ENSLOCG00000012095	33721136	LG5	2736
EA57009	28752710	chr4	1882	ENSLOCG00000018238	16086544	LG5	2579
EA62725	57614077	chr4	1951	ENSLOCG00000014475	50810472	LG5	2911
EA60619	57795309	chr4	1952	ENSLOCG00000009763	20187832	LG5	2625
EA60973	60419126	chr4	1960	ENSLOCG00000004474	5442221	LG5	2469
EA62438	107838046	chr4	2122	ENSLOCG00000006028	8589638	LG5	2505
EA59604	118125039	chr4	2161	ENSLOCG00000003315	3988519	LG5	2448
EA58460	119007255	chr4	2164	ENSLOCG00000002864	3202024	LG5	2446
EA60956	133327345	chr4	2236	ENSLOCG00000002763	3138037	LG5	2444
EA60575	140674936	chr4	2247	ENSLOCG00000004875	6631430	LG5	2478
EA60301	152778510	chr4	2280	ENSLOCG00000012172	33895002	LG5	2739
EA61018	156553197	chr4	2289	ENSLOCG00000012586	36343808	LG5	2760
EA61979	170922290	chr4	2322	ENSLOCG00000003374	4041458	LG5	2449
EA57295	59682964	chr4	1954	ENSLOCG00000009956	6704311	LG7	3001
EA58738	60675387	chr4	1963	ENSLOCG00000013136	18465183	LG7	3161
EA63177	63258167	chr4	1969	ENSLOCG00000011185	9805820	LG7	3048
EA58774	63969240	chr4	1970	ENSLOCG00000011125	9640060	LG7	3044
EA61172	64258336	chr4	1971	ENSLOCG00000012000	12400301	LG7	3090
EA62526	64350277	chr4	1972	ENSLOCG00000012605	15540060	LG7	3131
EA61702	64700072	chr4	1973	ENSLOCG00000012210	13296739	LG7	3108
EA57258	64935033	chr4	1975	ENSLOCG00000009590	5271040	LG7	2982
EA58573	65094171	chr4	1978	ENSLOCG00000011193	9879996	LG7	3049
EA60790	79365825	chr4	2031	ENSLOCG00000014159	35401264	LG7	3227
EA59259	93570596	chr4	2072	ENSLOCG00000009512	4970818	LG7	2977
EA61050	94825542	chr4	2073	ENSLOCG00000012064	12599325	LG7	3095
EA62361	115064219	chr4	2146	ENSLOCG00000009908	6596680	LG7	2997
EA62768	145834976	chr4	2258	ENSLOCG00000014075	32396250	LG7	3217
EA59987	145918552	chr4	2259	ENSLOCG00000012512	15080288	LG7	3127
EA59678	176982099	chr4	2338	ENSLOCG00000013516	19881336	LG7	3181
EA63300	177258045	chr4	2341	ENSLOCG00000009791	6169989	LG7	2992
EA63070	177387043	chr4	2342	ENSLOCG00000010710	8823037	LG7	3030
EA59903	177952280	chr4	2343	ENSLOCG00000009065	2930625	LG7	2954
EA57658	57558876	chr4	1949	ENSLOCG00000016647	40489016	LG8	3647
EA57393	58483559	chr4	1953	ENSLOCG00000015642	12517207	LG8	3444
EA58868	79136045	chr4	2030	ENSLOCG00000015817	16508897	LG8	3482
EA60403	99657196	chr4	2088	ENSLOCG00000016929	46296202	LG8	3694
EA60555	11892920	chr4	1810	ENSLOCG00000013038	37663212	LG10	4082
EA62894	35881293	chr4	1902	ENSLOCG00000004184	4948485	LG10	3792
EA59568	59890316	chr4	1957	ENSLOCG00000001880	878652	LG10	3742
EA63230	172405567	chr4	2325	ENSLOCG00000003500	4084354	LG10	3775
EA56984	172623191	chr4	2326	ENSLOCG00000009237	21038722	LG10	3911
EA63238	15677153	chr4	1830	ENSLOCG00000004917	13392793	LG11	4254
EA61226	16453997	chr4	1837	ENSLOCG00000001835	2088983	LG11	4181
EA58428	16859415	chr4	1842	ENSLOCG00000010300	35078636	LG11	4451
EA61997	20039197	chr4	1856	ENSLOCG00000006030	17774875	LG11	4282
EA57124	20264573	chr4	1859	ENSLOCG00000006425	18583695	LG11	4291
EA59126	31111213	chr4	1895	ENSLOCG00000011275	39135168	LG11	4502
EA58004	31254698	chr4	1896	ENSLOCG00000011281	39235403	LG11	4503
EA63014	31267324	chr4	1897	ENSLOCG00000011289	39250499	LG11	4504
EA58652	31312893	chr4	1898	ENSLOCG00000010966	37459071	LG11	4486
EA62454	35183103	chr4	1899	ENSLOCG00000011874	41294643	LG11	4523
EA61555	35263099	chr4	1900	ENSLOCG00000011866	41285827	LG11	4522
EA60026	35945387	chr4	1903	ENSLOCG00000011836	41152969	LG11	4521
EA58625	36020804	chr4	1904	ENSLOCG00000011830	41145435	LG11	4520
EA62159	37848742	chr4	1909	ENSLOCG00000006099	17888400	LG11	4284
EA58439	40789301	chr4	1914	ENSLOCG00000003926	9555141	LG11	4232
EA61902	43947006	chr4	1916	ENSLOCG00000006359	18518435	LG11	4289
EA62060	63020392	chr4	1968	ENSLOCG00000010932	37422987	LG11	4484
EA59954	71620015	chr4	2005	ENSLOCG00000009079	30157574	LG11	4380
EA58131	72966242	chr4	2010	ENSLOCG00000006591	19663552	LG11	4296
EA59221	73191983	chr4	2012	ENSLOCG00000006069	17852042	LG11	4283
EA58684	73219264	chr4	2013	ENSLOCG00000011583	40426326	LG11	4514
EA62047	79944965	chr4	2034	ENSLOCG00000010795	37111186	LG11	4480
EA59515	79988256	chr4	2035	ENSLOCG00000010811	37120459	LG11	4481
EA58674	83017412	chr4	2040	ENSLOCG00000011187	38661986	LG11	4498
EA60675	83602286	chr4	2043	ENSLOCG00000010700	36689113	LG11	4475
EA57872	83631328	chr4	2044	ENSLOCG00000010423	35354892	LG11	4459
EA59850	83758138	chr4	2046	ENSLOCG00000010406	35334546	LG11	4457
EA60951	86773704	chr4	2051	ENSLOCG00000002668	3692489	LG11	4198
EA58558	86948347	chr4	2052	ENSLOCG00000002694	3738350	LG11	4200
EA58363	92460286	chr4	2070	ENSLOCG00000002009	2224836	LG11	4187
EA57642	92542011	chr4	2071	ENSLOCG00000002003	2200756	LG11	4186
EA63053	96031565	chr4	2076	ENSLOCG00000005590	16223320	LG11	4271
EA60577	99083644	chr4	2087	ENSLOCG00000006475	18756624	LG11	4293
EA62655	100564503	chr4	2090	ENSLOCG00000010436	35417439	LG11	4460
EA59757	104257418	chr4	2109	ENSLOCG00000010636	36581967	LG11	4471
EA60206	104682304	chr4	2112	ENSLOCG00000010582	36441862	LG11	4468
EA59737	104808212	chr4	2114	ENSLOCG00000010489	35542353	LG11	4463
EA62709	105849606	chr4	2115	ENSLOCG00000001668	1991362	LG11	4178
EA58529	106467230	chr4	2117	ENSLOCG00000010917	37346796	LG11	4483
EA61145	106673725	chr4	2118	ENSLOCG00000009306	31035864	LG11	4393
EA59048	106733756	chr4	2119	ENSLOCG00000007174	21577918	LG11	4310
EA59629	107192125	chr4	2121	ENSLOCG00000007187	21673054	LG11	4311
EA62162	109819526	chr4	2126	ENSLOCG00000011232	38910325	LG11	4499
EA59246	111282378	chr4	2134	ENSLOCG00000009194	30450158	LG11	4385
EA62492	111626022	chr4	2135	ENSLOCG00000007668	23405158	LG11	4327
EA62700	123817584	chr4	2195	ENSLOCG00000004712	11887498	LG11	4247
EA61397	126376720	chr4	2211	ENSLOCG00000010346	35219895	LG11	4454
EA61237	140711601	chr4	2248	ENSLOCG00000009938	33761464	LG11	4429
EA61084	162261607	chr4	2301	ENSLOCG00000004361	10661968	LG11	4239
EA58355	27254143	chr4	1879	ENSLOCG00000002015	2488836	LG6	4542
EA62702	112325089	chr4	2139	ENSLOCG00000000631	76816	LG6	4527
EA61337	128305215	chr4	2222	ENSLOCG00000005164	9666332	LG6	4608
EA61921	168005895	chr4	2315	ENSLOCG00000004544	8223401	LG6	4602
EA60167	4645217	chr4	1805	ENSLOCG00000017842	30080413	LG12	5101
EA57918	6638518	chr4	1806	ENSLOCG00000009286	21446348	LG12	5053
EA61265	15892984	chr4	1831	ENSLOCG00000006533	14271146	LG12	4946
EA59106	16399278	chr4	1836	ENSLOCG00000002191	4028463	LG12	4847
EA60550	16463009	chr4	1838	ENSLOCG00000002255	4082998	LG12	4850
EA62683	16531204	chr4	1839	ENSLOCG00000000902	382663	LG12	4820
EA61892	17036544	chr4	1844	ENSLOCG00000002637	4662295	LG12	4856
EA63205	19026079	chr4	1854	ENSLOCG00000004425	7744342	LG12	4898
EA61271	20152032	chr4	1857	ENSLOCG00000003899	6761679	LG12	4883
EA62364	23362700	chr4	1861	ENSLOCG00000009880	24240823	LG12	5082
EA57283	29685206	chr4	1888	ENSLOCG00000002006	3628576	LG12	4843
EA58288	30170239	chr4	1889	ENSLOCG00000002657	4736289	LG12	4857
EA62897	30721408	chr4	1894	ENSLOCG00000017828	11596209	LG12	4928
EA57884	35797546	chr4	1901	ENSLOCG00000007179	15593169	LG12	4967
EA60727	36295833	chr4	1905	ENSLOCG00000007074	15543515	LG12	4964
EA61629	37186328	chr4	1906	ENSLOCG00000006986	15363688	LG12	4960
EA60474	37852823	chr4	1910	ENSLOCG00000004410	7664707	LG12	4897
EA57919	65958762	chr4	1980	ENSLOCG00000010455	30323660	LG12	5102
EA58944	73105465	chr4	2011	ENSLOCG00000005267	10773894	LG12	4916
EA61667	73484536	chr4	2014	ENSLOCG00000008781	18982673	LG12	5021
EA62678	73484849	chr4	2015	ENSLOCG00000017833	18983937	LG12	5022
EA60924	73568336	chr4	2017	ENSLOCG00000009915	24561575	LG12	5083
EA59592	73711259	chr4	2018	ENSLOCG00000003486	6362709	LG12	4881
EA60562	78251116	chr4	2026	ENSLOCG00000010236	26367213	LG12	5094
EA57773	81643916	chr4	2036	ENSLOCG00000009088	19820717	LG12	5038
EA58318	81719388	chr4	2037	ENSLOCG00000009074	19774441	LG12	5037
EA62402	81739272	chr4	2038	ENSLOCG00000010532	30448263	LG12	5104
EA58699	81857749	chr4	2039	ENSLOCG00000004320	7329503	LG12	4895
EA58658	83185676	chr4	2042	ENSLOCG00000001937	3553231	LG12	4841
EA59214	83705943	chr4	2045	ENSLOCG00000003268	6201374	LG12	4878
EA61069	84939562	chr4	2050	ENSLOCG00000002976	5403936	LG12	4870
EA59914	95500977	chr4	2074	ENSLOCG00000001641	3035568	LG12	4832
EA58129	95807809	chr4	2075	ENSLOCG00000001673	3054001	LG12	4833
EA59118	97052671	chr4	2080	ENSLOCG00000006420	13911298	LG12	4943
EA58694	98768469	chr4	2085	ENSLOCG00000010114	25940863	LG12	5090
EA60183	101522285	chr4	2096	ENSLOCG00000000788	304456	LG12	4817
EA59429	104624888	chr4	2111	ENSLOCG00000009517	22613616	LG12	5067
EA58073	109867446	chr4	2127	ENSLOCG00000004108	7093118	LG12	4890
EA62231	126250625	chr4	2210	ENSLOCG00000008855	19177437	LG12	5025
EA60446	141892767	chr4	2249	ENSLOCG00000004529	8379290	LG12	4902
EA60465	161747832	chr4	2297	ENSLOCG00000000759	296974	LG12	4816
EA61023	162558689	chr4	2302	ENSLOCG00000004451	7778920	LG12	4899
EA60462	167737512	chr4	2313	ENSLOCG00000004865	9511033	LG12	4909
EA62216	167769633	chr4	2314	ENSLOCG00000004845	9496865	LG12	4908
EA57892	65140627	chr4	1979	ENSLOCG00000002373	1969025	LG17	5185
EA58719	68343924	chr4	1987	ENSLOCG00000010803	30198279	LG17	5379
EA63147	115121076	chr4	2147	ENSLOCG00000007798	19749330	LG17	5265
EA59445	127877154	chr4	2218	ENSLOCG00000010895	30424434	LG17	5386
EA60948	156920077	chr4	2293	ENSLOCG00000009391	26050619	LG17	5325
EA57987	3147218	chr4	1801	ENSLOCG00000001628	2201805	LG14	5431
EA61835	3537557	chr4	1802	ENSLOCG00000009575	20211588	LG14	5603
EA57571	4005169	chr4	1803	ENSLOCG00000002178	3063429	LG14	5444
EA63005	24503851	chr4	1864	ENSLOCG00000010638	25420859	LG14	5652
EA58580	29121337	chr4	1885	ENSLOCG00000008979	18290240	LG14	5588
EA57092	50830336	chr4	1937	ENSLOCG00000010939	27347220	LG14	5663
EA57734	59916354	chr4	1958	ENSLOCG00000007062	13360613	LG14	5537
EA60145	64936339	chr4	1976	ENSLOCG00000010815	26193298	LG14	5660
EA60994	71811135	chr4	2007	ENSLOCG00000017411	18476969	LG14	5594
EA60453	71855322	chr4	2008	ENSLOCG00000001371	1766950	LG14	5427
EA58520	89260396	chr4	2058	ENSLOCG00000007318	13708169	LG14	5541
EA61803	128406885	chr4	2223	ENSLOCG00000008814	17940386	LG14	5581
EA58578	143816130	chr4	2254	ENSLOCG00000003293	4465973	LG14	5452
EA61936	151988634	chr4	2278	ENSLOCG00000006278	11935000	LG14	5521
EA59049	156607027	chr4	2291	ENSLOCG00000009339	18858099	LG14	5599
EA61031	166859838	chr4	2307	ENSLOCG00000005522	10237059	LG14	5508
EA61367	173741310	chr4	2328	ENSLOCG00000003246	4384149	LG14	5450
EA61524	178483330	chr4	2344	ENSLOCG00000001256	1590504	LG14	5423
EA62166	179465479	chr4	2350	ENSLOCG00000005148	9319890	LG14	5501
EA59602	179802336	chr4	2353	ENSLOCG00000007194	13433059	LG14	5539
EA58732	179882519	chr4	2354	ENSLOCG00000007237	13534793	LG14	5540
EA59944	181414982	chr4	2359	ENSLOCG00000008343	16174078	LG14	5567
EA60667	181860662	chr4	2361	ENSLOCG00000008365	16226588	LG14	5568
EA57856	18781759	chr4	1853	ENSLOCG00000015464	1385063	LG16	5687
EA58209	60599101	chr4	1962	ENSLOCG00000016127	9222775	LG16	5810
EA59861	60770819	chr4	1964	ENSLOCG00000015778	4451880	LG16	5741
EA60457	62910597	chr4	1966	ENSLOCG00000015774	4428751	LG16	5740
EA59490	64832693	chr4	1974	ENSLOCG00000015747	4238737	LG16	5737
EA60822	145553058	chr4	2256	ENSLOCG00000015520	2084459	LG16	5700
EA60186	177151742	chr4	2339	ENSLOCG00000017365	14461335	LG16	5853
EA57035	89754549	chr4	2061	ENSLOCG00000003934	6610128	LG13	6021
EA58033	127189724	chr4	2215	ENSLOCG00000001758	2125092	LG13	5964
EA56990	127981770	chr4	2219	ENSLOCG00000003182	5094444	LG13	6001
EA62619	156435006	chr4	2288	ENSLOCG00000003965	7457006	LG13	6022
EA61322	39930613	chr4	1911	ENSLOCG00000008032	16521180	LG23	6374
EA62816	40055535	chr4	1912	ENSLOCG00000002214	3607450	LG23	6225
EA59268	40595896	chr4	1913	ENSLOCG00000008097	16652919	LG23	6378
EA59341	43106727	chr4	1915	ENSLOCG00000007283	15028878	LG23	6343
EA57404	44294423	chr4	1917	ENSLOCG00000005504	10934702	LG23	6304
EA63115	44537510	chr4	1919	ENSLOCG00000005539	10973112	LG23	6305
EA62121	45782234	chr4	1920	ENSLOCG00000005584	11259931	LG23	6306
