s2g	s2gp	s2chr	s2gi	s1g	s1gp	s1chr	s1gi	s1tot	s2tot	n	fishp	padj	scol	sxchr	clg
713	EA43408	111532214	chr2	1024	LOC116958305	24234779	chrm3	840	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
714	EA40121	112193039	chr2	1025	LOC116957656	24197687	chrm3	839	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
715	EA45177	112857153	chr2	1026	MAPRE3	24029232	chrm3	838	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
716	EA43676	122742144	chr2	1053	LOC116957093	21289867	chrm3	815	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
717	EA41491	122898150	chr2	1054	USF2	21253926	chrm3	814	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
718	EA41968	122924577	chr2	1055	ETFB	21238768	chrm3	813	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
719	EA44150	123078452	chr2	1056	EIF3F	22857662	chrm3	823	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
720	EA43847	123356391	chr2	1057	LOC116957401	22962811	chrm3	824	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
721	EA42844	123383013	chr2	1058	LOC116957411	22987355	chrm3	825	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
722	EA41008	123723087	chr2	1059	NCAPD3	23139735	chrm3	827	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
723	EA40479	124297313	chr2	1060	LOC116957460	23310516	chrm3	828	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
724	EA44362	124932896	chr2	1061	LOC116957480	23660513	chrm3	829	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
725	EA43771	125322397	chr2	1063	HSF2BP	23706043	chrm3	831	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
726	EA46512	125333916	chr2	1064	XRCC1	23699204	chrm3	830	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
727	EA43682	125429848	chr2	1065	LOC116957514	23725508	chrm3	832	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
728	EA42797	126167549	chr2	1067	LOC116953892	12062837	chrm3	669	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J1
729	EA39881	126168816	chr2	1068	FICD	12067825	chrm3	670	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
730	EA46537	126183853	chr2	1069	TTC32	12075511	chrm3	671	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
731	EA43942	126899631	chr2	1070	LOC116953705	11556138	chrm3	667	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
732	EA44387	127052457	chr2	1071	NUBPL	3623071	chrm3	584	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
733	EA45133	127232465	chr2	1072	LOC116953689	11531719	chrm3	666	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
734	EA42368	127555638	chr2	1073	LOC116953651	11390446	chrm3	664	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
735	EA43190	127673492	chr2	1074	RTCA	11345265	chrm3	663	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
736	EA40353	127674147	chr2	1075	DDX1	11344005	chrm3	662	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
737	EA41629	129901938	chr2	1077	LOC116952563	6084023	chrm3	608	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
738	EA43203	130750671	chr2	1078	LOC116952584	6201043	chrm3	609	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
739	EA44347	130971390	chr2	1079	DDB1	6238720	chrm3	610	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
740	EA46122	131053753	chr2	1080	C2CD5	6243396	chrm3	611	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
741	EA41375	132253448	chr2	1081	LOC116952634	6432361	chrm3	612	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
742	EA42408	132418437	chr2	1082	FGFR1OP2	6442604	chrm3	613	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
743	EA40472	132789615	chr2	1084	ANKS1A	3136971	chrm3	573	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
744	EA46108	132833064	chr2	1085	ILRUN	2735689	chrm3	566	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
745	EA40672	132973701	chr2	1087	RPS7	16736499	chrm3	734	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
746	EA40974	134564850	chr2	1088	LOC116951355	2245050	chrm3	561	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
747	EA43177	136339622	chr2	1090	LOC116957582	23867502	chrm3	835	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
748	EA45318	136569405	chr2	1091	DEPTOR	23936554	chrm3	836	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
749	EA42010	136786775	chr2	1092	SELENOI	24018003	chrm3	837	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
750	EA41633	136900263	chr2	1093	LOC116952220	4702640	chrm3	594	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
751	EA44990	137378799	chr2	1094	NDUFA9	8750421	chrm3	633	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
752	EA42169	137480195	chr2	1095	LOC116958527	9104131	chrm3	638	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
753	EA46474	137860922	chr2	1096	BAX	8937848	chrm3	637	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
754	EA45204	137937821	chr2	1097	CSRP2	4516853	chrm3	592	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
755	EA39815	138554490	chr2	1100	LOC116953935	12353771	chrm3	672	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
756	EA41305	138603776	chr2	1101	TM9SF4	16727408	chrm3	733	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
757	EA41991	139747133	chr2	1102	LOC103091769	12930907	chrm3	682	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
758	EA41364	140344042	chr2	1103	C3H7orf50	12674082	chrm3	680	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
759	EA46294	140373040	chr2	1104	LOC116954049	12719259	chrm3	681	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
760	EA42027	140505549	chr2	1105	LOC116954029	12671008	chrm3	679	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
761	EA41250	140647333	chr2	1106	LOC116954016	12570249	chrm3	678	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
762	EA42056	147610524	chr2	1117	MEGF8	23780765	chrm3	834	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
763	EA44634	150786467	chr2	1120	LOC116951040	702560	chrm3	549	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
764	EA40721	150924144	chr2	1121	LOC116951049	771405	chrm3	550	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
765	EA40621	151851411	chr2	1124	LOC116951080	975435	chrm3	551	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
766	EA40516	152051146	chr2	1125	PXMP4	995395	chrm3	552	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
767	EA43422	153579328	chr2	1126	LOC116951175	1433740	chrm3	554	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
768	EA40430	154580027	chr2	1127	LTV1	1669173	chrm3	555	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
769	EA44544	155371525	chr2	1129	BSDC1	1776476	chrm3	556	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
770	EA43185	155633812	chr2	1130	LOC116951268	2041472	chrm3	557	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
771	EA43204	156123618	chr2	1131	IFT172	2101169	chrm3	558	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
772	EA46612	156408485	chr2	1132	LOC116951293	2148374	chrm3	559	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J1
773	EA41797	156532911	chr2	1133	LOC116951344	2201342	chrm3	560	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
774	EA43629	156626624	chr2	1134	LOC116952718	6736107	chrm3	616	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
775	EA42250	163040276	chr2	1152	PYROXD1	4528754	chrm3	593	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
776	EA44197	163088575	chr2	1153	LTO1	5177618	chrm3	597	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
777	EA41981	163820937	chr2	1155	LOC116952262	5018902	chrm3	596	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
778	EA45259	164236457	chr2	1156	LOC116953993	12493458	chrm3	676	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
779	EA43336	164300438	chr2	1157	MCRIP2	12533490	chrm3	677	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
780	EA44011	165027372	chr2	1160	LOC116958104	7643982	chrm3	623	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
781	EA46602	165444433	chr2	1161	LOC116955497	16773084	chrm3	735	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
782	EA39901	165521589	chr2	1162	HBS1L	452614	chrm3	547	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
783	EA40377	165522299	chr2	1163	MCPH1	449058	chrm3	546	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
784	EA44435	165681778	chr2	1164	LOC116950948	367995	chrm3	545	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
785	EA46229	165777686	chr2	1165	AGPAT5	323677	chrm3	544	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
786	EA46164	165869948	chr2	1166	GNL2	137951	chrm3	543	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J2
787	EA43201	166079963	chr2	1167	TRMT11	49761	chrm3	542	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J1
788	EA40522	166080380	chr2	1168	DNAL4	6658660	chrm3	615	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
789	EA41300	166093303	chr2	1169	LOC116951602	2782887	chrm3	567	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
790	EA46146	166241040	chr2	1170	NUBP1	2850966	chrm3	568	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
791	EA43385	166264276	chr2	1171	LOC116951620	2863090	chrm3	569	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
792	EA45321	166583021	chr2	1172	LOC116951640	2903920	chrm3	570	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
793	EA42472	167161898	chr2	1173	SLC35B3	3004705	chrm3	571	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
794	EA40210	167228170	chr2	1174	SPTY2D1	17066892	chrm3	740	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
795	EA40920	167710083	chr2	1177	TOP3A	2580577	chrm3	563	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
796	EA45535	168030329	chr2	1180	NCDN	3063448	chrm3	572	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	F
797	EA46039	168058741	chr2	1181	TMEM258	17097983	chrm3	741	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
798	EA46491	168106231	chr2	1182	RAB3IL1	17130394	chrm3	742	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
799	EA45093	168188115	chr2	1183	NPLOC4	13669364	chrm3	686	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
800	EA41813	168346194	chr2	1184	PSMF1	49748	chrm3	541	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J1
801	EA40846	168442276	chr2	1185	POLDIP3	12457682	chrm3	675	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
802	EA42292	178476419	chr2	1231	TSC2	7500532	chrm3	622	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
803	EA40460	178497106	chr2	1232	LOC116958575	7491260	chrm3	621	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
804	EA45499	179861352	chr2	1233	LOC116952820	7225131	chrm3	620	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
805	EA46134	180207562	chr2	1235	LOC116952801	7105725	chrm3	619	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
806	EA44302	180475996	chr2	1236	LOC116952793	7035946	chrm3	618	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	H
807	EA42195	180647328	chr2	1237	COG7	6998182	chrm3	617	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
808	EA40763	180726377	chr2	1239	INCENP	17166298	chrm3	743	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
809	EA45752	180728977	chr2	1240	COPB1	17170486	chrm3	744	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
810	EA46395	180885670	chr2	1241	RRAS2	17253256	chrm3	745	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
811	EA41845	180989041	chr2	1242	LOC116955776	17310131	chrm3	746	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
812	EA40708	181055228	chr2	1243	LOC116953204	9617936	chrm3	645	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
813	EA42395	181529180	chr2	1244	LOC116950990	535187	chrm3	548	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
814	EA43850	181910316	chr2	1245	RPA2	7944038	chrm3	624	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	NA	NA
815	EA46613	182217363	chr2	1247	VPS11	23749594	chrm3	833	309	562	224	1.96344870657514e-214	1.36852374848287e-211	S	chrm3	J1
816	EA39818	62885168	chr2	884	LRP2	11531149	chrm4	972	221	562	1	0.999999440429804	1	NS	chrm4	B3
817	EA45369	30719759	chr2	728	EXOSC10	5370527	chrm5	1094	170	562	7	0.915266865973513	1	NS	NA	NA
818	EA42161	44099963	chr2	791	LOC116939262	18340513	chrm5	1219	170	562	7	0.915266865973513	1	NS	chrm5	G
819	EA45090	93969972	chr2	986	GTF2B	3114411	chrm5	1077	170	562	7	0.915266865973513	1	NS	chrm5	M
820	EA42439	121686736	chr2	1049	FOXRED1	4380956	chrm5	1084	170	562	7	0.915266865973513	1	NS	chrm5	M
821	EA42136	164624119	chr2	1159	LOC116939208	16870604	chrm5	1194	170	562	7	0.915266865973513	1	NS	chrm5	G
822	EA44645	182026050	chr2	1246	MECR	3683123	chrm5	1081	170	562	7	0.915266865973513	1	NS	NA	NA
823	EA43494	204964457	chr2	1253	LOC116938997	4577227	chrm5	1086	170	562	7	0.915266865973513	1	NS	chrm5	M
824	EA40416	30350773	chr2	723	LOC116939743	12341687	chrm6	1410	254	562	3	0.999988768426992	1	NS	NA	NA
825	EA41527	43843509	chr2	790	LOC116939604	12027702	chrm6	1407	254	562	3	0.999988768426992	1	NS	NA	NA
826	EA41241	76735254	chr2	919	ATP5PF	12103552	chrm6	1408	254	562	3	0.999988768426992	1	NS	NA	NA
827	EA40665	29294552	chr2	715	KAZALD1	6795539	chrm9	1719	211	562	4	0.999357973313813	1	NS	chrm9	I
828	EA39813	37535954	chr2	766	BAG3	327190	chrm9	1650	211	562	4	0.999357973313813	1	NS	NA	NA
829	EA43723	91908680	chr2	978	TBC1D14	10160298	chrm9	1766	211	562	4	0.999357973313813	1	NS	chrm9	I
830	EA46664	162099132	chr2	1144	PLEKHS1	9639105	chrm9	1753	211	562	4	0.999357973313813	1	NS	NA	NA
831	EA40183	58533568	chr2	856	TTC19	12083299	chrm10	1958	150	562	1	0.999945166153653	1	NS	NA	NA
832	EA46483	16548278	chr2	680	LOC116940208	4369616	chrm8	2036	127	562	1	0.999755890975206	1	NS	NA	NA
833	EA46309	485442	chr2	639	COL17A1	8390642	chrm11	2187	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
834	EA43394	858959	chr2	640	NCAPH	8422929	chrm11	2189	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
835	EA40589	1139552	chr2	641	LOC116941288	9435839	chrm11	2200	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
836	EA42820	1484412	chr2	642	PDCD11	9354310	chrm11	2199	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
837	EA43657	1663381	chr2	643	LOC116941286	9346834	chrm11	2198	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
838	EA45618	2113794	chr2	644	LOC116941404	15061004	chrm11	2263	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
839	EA43090	2225694	chr2	645	LOC116941285	9317242	chrm11	2197	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
840	EA42429	2549183	chr2	646	PBDC1	14957636	chrm11	2257	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
841	EA44723	2718386	chr2	648	ZRANB1	15001196	chrm11	2259	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
842	EA43840	2807826	chr2	649	SLBP	15010799	chrm11	2260	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
843	EA46253	3025235	chr2	650	EXOSC1	15025390	chrm11	2262	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
844	EA40061	3171882	chr2	651	C11H5orf24	9483472	chrm11	2201	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
845	EA44275	3258423	chr2	652	YKT6	9496098	chrm11	2202	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
846	EA43274	3259448	chr2	653	TMED4	9496784	chrm11	2203	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
847	EA40116	3719070	chr2	654	LOC116941292	9674849	chrm11	2204	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
848	EA45431	3791569	chr2	655	NPY2R	9701708	chrm11	2205	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
849	EA46078	4351168	chr2	656	MAP9	9799703	chrm11	2207	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
850	EA44200	5023791	chr2	657	BIN3	4919723	chrm11	2158	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
851	EA40204	5051203	chr2	658	LOC116941219	4941966	chrm11	2159	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
852	EA42276	5913986	chr2	659	NRBF2	5305806	chrm11	2160	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
853	EA41151	5957882	chr2	660	LOC116941224	5321169	chrm11	2161	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
854	EA45361	7209186	chr2	661	LOC116941228	5690817	chrm11	2162	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
855	EA46310	8012779	chr2	662	ADGRA1	6213738	chrm11	2163	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
856	EA42896	9158540	chr2	663	LOC116941233	6536131	chrm11	2164	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
857	EA43306	9322764	chr2	664	LOC116941235	6611881	chrm11	2165	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
858	EA44345	9334190	chr2	665	LOC116941325	12006007	chrm11	2221	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
859	EA39940	9725229	chr2	666	LOC116941305	10680500	chrm11	2212	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
860	EA40344	10647069	chr2	667	LOC116941303	10637206	chrm11	2211	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
861	EA45517	11940722	chr2	668	FNTA	12692447	chrm11	2226	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
862	EA45284	12147149	chr2	669	FAM160B1	12711657	chrm11	2227	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
863	EA45408	12288597	chr2	671	NHLRC2	12646417	chrm11	2224	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
864	EA44529	13055554	chr2	672	LOC116941464	12680174	chrm11	2225	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
865	EA44122	13742140	chr2	673	HTR7	14464151	chrm11	2248	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
866	EA43616	14497739	chr2	674	RPP30	14633191	chrm11	2250	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
867	EA44850	14509680	chr2	675	LOC116941381	14632570	chrm11	2249	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
868	EA43195	14613782	chr2	676	LOC116941383	14656768	chrm11	2251	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
869	EA40635	14966279	chr2	677	LOC103091793	15983041	chrm11	2283	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
870	EA44094	15851228	chr2	678	LOC116941438	15914988	chrm11	2282	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
871	EA43312	16345803	chr2	679	LOC116941469	15648777	chrm11	2276	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
872	EA44536	16634038	chr2	681	RAB28	15777605	chrm11	2277	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
873	EA43925	17014294	chr2	682	LOC116941431	15839068	chrm11	2278	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
874	EA39953	17044374	chr2	683	ENTPD4	15848211	chrm11	2279	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
875	EA46538	17341271	chr2	684	CPZ	13886318	chrm11	2245	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
876	EA45839	17448588	chr2	685	LOC116941371	13872591	chrm11	2244	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
877	EA46223	17643315	chr2	686	POLD2	13840803	chrm11	2243	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
878	EA42348	17685997	chr2	687	BUB3	13819564	chrm11	2242	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
879	EA40569	17702422	chr2	688	LOC116941365	13709678	chrm11	2240	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
880	EA45481	17843978	chr2	689	LOC116941367	13790432	chrm11	2241	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
881	EA41407	19195484	chr2	691	LOC116941364	13709287	chrm11	2239	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
882	EA42112	19335903	chr2	692	PLA2G4F	9722614	chrm11	2206	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
883	EA43679	19448900	chr2	693	ACADSB	15897431	chrm11	2281	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
884	EA42054	19531323	chr2	694	LOC116941435	15887358	chrm11	2280	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
885	EA40051	19563601	chr2	695	MRPS26	11265156	chrm11	2217	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
886	EA43876	21920190	chr2	699	PAOX	10453389	chrm11	2210	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
887	EA39835	22157858	chr2	700	LOC116941300	10399681	chrm11	2209	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
888	EA42454	22971261	chr2	701	LOC116941306	10793369	chrm11	2213	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
889	EA40423	23367531	chr2	702	LOC116941307	10937668	chrm11	2214	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
890	EA45490	25697547	chr2	703	LOC116941299	10293185	chrm11	2208	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
891	EA46418	25826202	chr2	704	SFR1	8422650	chrm11	2188	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
892	EA45479	25919988	chr2	705	LOC116941273	8441420	chrm11	2190	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
893	EA43907	26026564	chr2	706	LOC116941276	8479674	chrm11	2191	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
894	EA41864	26111081	chr2	707	LOC103091798	8515447	chrm11	2192	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
895	EA42357	26379649	chr2	708	LOC116941277	8654744	chrm11	2193	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
896	EA43622	26924354	chr2	709	NEURL1	9081780	chrm11	2194	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
897	EA44380	27210750	chr2	710	ERGIC1	9184081	chrm11	2195	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
898	EA45868	27247337	chr2	711	DUSP1	9202103	chrm11	2196	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
899	EA41534	28757130	chr2	714	DDRGK1	15304942	chrm11	2267	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
900	EA42615	29382220	chr2	716	LOC116941406	15114738	chrm11	2264	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
901	EA46387	29420610	chr2	717	LOC116941408	15153722	chrm11	2265	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
902	EA40330	29563971	chr2	718	FBXW4	15169735	chrm11	2266	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
903	EA42257	29738379	chr2	719	POLL	14957092	chrm11	2256	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
904	EA44304	29884594	chr2	720	SUFU	15384199	chrm11	2269	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
905	EA43192	30081850	chr2	721	OGA	15469761	chrm11	2273	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
906	EA44436	30172796	chr2	722	WBP1L	15466828	chrm11	2272	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
907	EA41110	30443454	chr2	724	BORCS7	15447546	chrm11	2271	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	NA	NA
908	EA42050	30491921	chr2	725	LOC116941419	15430414	chrm11	2270	155	562	146	7.54475420031207e-170	5.25869367761752e-167	S	chrm11	I
