s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
LOC116953494	10600449	chrm3	651	ENSLOCG00000007265	18429985	LG17	5844
LOC116954501	14567253	chrm3	690	ENSLOCG00000010975	30537134	LG17	5991
HPX	14814090	chrm3	695	ENSLOCG00000006464	16566699	LG17	5825
WDR4	14849227	chrm3	697	ENSLOCG00000003903	4855796	LG17	5782
LOC116957087	21299276	chrm3	806	ENSLOCG00000009366	26048852	LG17	5923
HSF2BP	23706043	chrm3	821	ENSLOCG00000001309	359494	LG17	5738
TOMM70	3318384	chrm3	567	ENSLOCG00000010625	25390823	LG14	6268
TBC1D23	3643783	chrm3	576	ENSLOCG00000010638	25420859	LG14	6269
MRPS22	14675450	chrm3	691	ENSLOCG00000004403	7668167	LG14	6083
LOC116954901	15271293	chrm3	703	ENSLOCG00000009977	21059389	LG14	6235
NIT2	16122688	chrm3	717	ENSLOCG00000010659	25449377	LG14	6270
LOC116955868	17701201	chrm3	746	ENSLOCG00000005991	11409464	LG14	6120
GPANK1	19251111	chrm3	768	ENSLOCG00000008972	18275024	LG14	6203
AGPAT5	323677	chrm3	531	ENSLOCG00000016869	18549073	LG16	6549
MCPH1	449058	chrm3	533	ENSLOCG00000016859	18480646	LG16	6548
LTV1	1669173	chrm3	538	ENSLOCG00000015440	1096887	LG16	6296
LOC116953813	11633775	chrm3	661	ENSLOCG00000016878	18601404	LG16	6551
MRPS28	24464104	chrm3	831	ENSLOCG00000017359	3524199	LG16	6340
TOP3A	2580577	chrm3	551	ENSLOCG00000004935	9543791	LG13	6704
MED9	2729239	chrm3	554	ENSLOCG00000001878	2590225	LG13	6614
LOC116951602	2782887	chrm3	556	ENSLOCG00000006161	11620501	LG13	6744
NUBP1	2850966	chrm3	557	ENSLOCG00000006142	11644959	LG13	6745
LOC116951640	2903920	chrm3	558	ENSLOCG00000006209	11702882	LG13	6746
COG7	6998182	chrm3	605	ENSLOCG00000003874	6276936	LG13	6675
LOC116952820	7225131	chrm3	607	ENSLOCG00000003142	5036320	LG13	6651
TSC2	7500532	chrm3	608	ENSLOCG00000003041	4895238	LG13	6648
LOC116953221	9626765	chrm3	637	ENSLOCG00000000715	97796	LG13	6580
MCRIP2	12533490	chrm3	669	ENSLOCG00000002770	4239676	LG13	6638
LOC116954016	12570249	chrm3	670	ENSLOCG00000006038	11384262	LG13	6739
LOC116954029	12671008	chrm3	672	ENSLOCG00000004549	8798653	LG13	6687
C3H7orf50	12674082	chrm3	673	ENSLOCG00000003601	5925781	LG13	6668
LOC116954049	12719259	chrm3	674	ENSLOCG00000018099	5857816	LG13	6666
LOC116954137	13593842	chrm3	678	ENSLOCG00000004911	9513454	LG13	6702
MRM2	13992405	chrm3	685	ENSLOCG00000001431	1546845	LG13	6600
NUDT1	13992485	chrm3	686	ENSLOCG00000001447	1548619	LG13	6601
DCUN1D3	16669580	chrm3	725	ENSLOCG00000007958	14918940	LG13	6811
LOC116955587	16924403	chrm3	731	ENSLOCG00000007049	13802824	LG13	6780
LOC116955595	16937990	chrm3	732	ENSLOCG00000004833	9484116	LG13	6698
C3H16orf89	16946758	chrm3	733	ENSLOCG00000006823	13519384	LG13	6768
PSMG3	17996989	chrm3	752	ENSLOCG00000001382	910563	LG13	6597
LOC116956023	18209613	chrm3	754	ENSLOCG00000018089	1180564	LG13	6598
HAGH	18387585	chrm3	756	ENSLOCG00000005110	9924514	LG13	6711
TRAF7	18417686	chrm3	757	ENSLOCG00000005718	10811263	LG13	6731
UBFD1	18460900	chrm3	758	ENSLOCG00000004087	7567173	LG13	6678
DAGLB	18976290	chrm3	761	ENSLOCG00000008384	15275040	LG13	6830
KPNA2	19083894	chrm3	763	ENSLOCG00000004619	8867629	LG13	6689
AIMP2	19103583	chrm3	765	ENSLOCG00000008482	15400895	LG13	6834
RBBP6	19168489	chrm3	767	ENSLOCG00000005487	10496160	LG13	6723
CIAO3	19257892	chrm3	769	ENSLOCG00000005181	9952718	LG13	6712
TMEM184B	19299803	chrm3	770	ENSLOCG00000001359	908242	LG13	6596
MICALL1	19453363	chrm3	774	ENSLOCG00000001241	784351	LG13	6592
LOC116956478	19568220	chrm3	777	ENSLOCG00000007597	14559658	LG13	6800
LOC116956609	19988183	chrm3	782	ENSLOCG00000006565	12244607	LG13	6759
TMEM186	19988531	chrm3	783	ENSLOCG00000006581	12244462	LG13	6758
POLR3K	20021310	chrm3	784	ENSLOCG00000007584	14551441	LG13	6799
SNRNP25	20021398	chrm3	785	ENSLOCG00000007572	14550753	LG13	6798
LOC116956645	20035044	chrm3	786	ENSLOCG00000006097	11481942	LG13	6742
LOC116958264	20145899	chrm3	787	ENSLOCG00000001343	863221	LG13	6595
TBL3	20673421	chrm3	796	ENSLOCG00000008853	16234353	LG13	6845
GFER	20710311	chrm3	797	ENSLOCG00000006067	11391488	LG13	6740
PDGFA	20928479	chrm3	798	ENSLOCG00000001558	1778746	LG13	6603
DNAAF5	21084786	chrm3	799	ENSLOCG00000001606	1876311	LG13	6605
METTL22	21195264	chrm3	801	ENSLOCG00000006624	12287005	LG13	6761
LOC116957350	22745021	chrm3	813	ENSLOCG00000006693	13183789	LG13	6762
LOC116957436	23101404	chrm3	818	ENSLOCG00000008360	15243099	LG13	6828
LOC116957856	24854305	chrm3	833	ENSLOCG00000001194	571900	LG13	6590
STUB1	25504830	chrm3	836	ENSLOCG00000009032	17035979	LG13	6854
LYRM1	25511618	chrm3	837	ENSLOCG00000007969	14931801	LG13	6812
EXOSC6	19306782	chrm3	771	ENSLOCG00000017597	15933212	LG23	7060
PSMF1	49748	chrm3	528	ENSLOCG00000007435	15090494	LG18	7229
PXMP4	995395	chrm3	536	ENSLOCG00000000996	805696	LG18	7092
LOC116951293	2148374	chrm3	545	ENSLOCG00000001741	2700477	LG18	7104
RPS21	8153700	chrm3	613	ENSLOCG00000005469	11267205	LG18	7178
SOX7	9245607	chrm3	626	ENSLOCG00000005401	11118502	LG18	7177
GID8	9382377	chrm3	629	ENSLOCG00000004990	10173720	LG18	7171
TM9SF4	16727408	chrm3	727	ENSLOCG00000005859	11904256	LG18	7187
LOC116955618	17039939	chrm3	735	ENSLOCG00000003951	8426826	LG18	7146
LOC116958305	24234779	chrm3	830	ENSLOCG00000005753	11671887	LG18	7183
CAT	3146723	chrm3	565	ENSLOCG00000001015	1034015	LG27	7250
LOC116952103	4360624	chrm3	580	ENSLOCG00000002164	5124308	LG27	7286
LTO1	5177618	chrm3	587	ENSLOCG00000005078	10904738	LG27	7362
LOC116952297	5183043	chrm3	588	ENSLOCG00000004255	8776955	LG27	7340
ABTB2	5952548	chrm3	593	ENSLOCG00000001988	4825146	LG27	7281
TSSC4	8925186	chrm3	621	ENSLOCG00000017325	14552204	LG27	7406
BAX	8937848	chrm3	623	ENSLOCG00000005142	11005505	LG27	7366
LOC116958527	9104131	chrm3	624	ENSLOCG00000005119	10933547	LG27	7364
SPTY2D1	17066892	chrm3	737	ENSLOCG00000001901	4604109	LG27	7277
COPB1	17170486	chrm3	740	ENSLOCG00000003198	7027974	LG27	7313
RRAS2	17253256	chrm3	741	ENSLOCG00000003220	7059062	LG27	7314
SSNA1	14510532	chrm3	689	ENSLOCG00000000723	144127	LG21	7424
LOC116954712	14983043	chrm3	698	ENSLOCG00000002409	2930447	LG21	7473
FICD	12067825	chrm3	665	ENSLOCG00000004731	6368781	LG20	7686
UBIAD1	3622888	chrm3	573	ENSLOCG00000006329	11596434	LG25	7910
PRXL2B	16272412	chrm3	720	ENSLOCG00000004121	8195907	LG25	7874
LOC116957332	22731990	chrm3	812	ENSLOCG00000006194	11466796	LG25	7905
LOC116951557	2719818	chrm3	553	ENSLOCG00000002100	1610501	LG26	7976
LOC116951926	3486981	chrm3	569	ENSLOCG00000002183	1746400	LG26	7979
LOC116958066	3500168	chrm3	570	ENSLOCG00000005915	10368966	LG26	8058
LOC116951933	3504663	chrm3	571	ENSLOCG00000005322	8074994	LG26	8046
CCDC84	15205637	chrm3	701	ENSLOCG00000003234	3735842	LG26	8003
PDE9A	15302648	chrm3	705	ENSLOCG00000002144	1728541	LG26	7978
SDHD	16190922	chrm3	718	ENSLOCG00000006052	10486722	LG26	8059
HINFP	16245042	chrm3	719	ENSLOCG00000003801	4386724	LG26	8020
MFRP	16283131	chrm3	721	ENSLOCG00000006477	10928825	LG26	8064
RPS9	21195019	chrm3	800	ENSLOCG00000008007	12903419	LG26	8086
ANAPC13	21280837	chrm3	804	ENSLOCG00000004767	7098189	LG26	8036
LOC116957093	21289867	chrm3	805	ENSLOCG00000017861	4344876	LG26	8017
LOC116957170	21784163	chrm3	807	ENSLOCG00000005170	7904352	LG26	8044
SRPRA	21813322	chrm3	808	ENSLOCG00000002733	3151833	LG26	7993
LOC116957401	22962811	chrm3	816	ENSLOCG00000002526	2906544	LG26	7987
LOC116957411	22987355	chrm3	817	ENSLOCG00000002563	2946546	LG26	7988
NCAPD3	23139735	chrm3	819	ENSLOCG00000004914	7683725	LG26	8040
C3H11orf88	23732030	chrm3	822	ENSLOCG00000001229	397435	LG26	7957
VPS11	23749594	chrm3	823	ENSLOCG00000005692	9441348	LG26	8054
LOC116957560	23765401	chrm3	824	ENSLOCG00000001838	1103116	LG26	7972
LOC116957259	22170587	chrm3	810	ENSLOCG00000013185	7591228	LG15	8377
ETFB	21238768	chrm3	802	ENSLOCG00000005340	3567435	LG24	8567
USF2	21253926	chrm3	803	ENSLOCG00000005321	3561933	LG24	8566
LOC116957234	22040137	chrm3	809	ENSLOCG00000003936	686613	LG24	8545
XRCC1	23699204	chrm3	820	ENSLOCG00000005639	3853924	LG24	8570
MEGF8	23780765	chrm3	825	ENSLOCG00000004499	1710067	LG24	8556
KANSL2	829592	chrm4	842	ENSLOCG00000003604	11167614	LG4	68
DDX23	2275434	chrm4	857	ENSLOCG00000007385	18137779	LG4	139
SPRYD3	3437082	chrm4	866	ENSLOCG00000004042	11620561	LG4	76
GPR84	6762044	chrm4	898	ENSLOCG00000007191	17806611	LG4	133
BLOC1S1	7084570	chrm4	902	ENSLOCG00000004941	12976309	LG4	100
LOC116938527	7235784	chrm4	905	ENSLOCG00000005115	13213520	LG4	101
LOC116938536	7455255	chrm4	911	ENSLOCG00000005422	14021394	LG4	107
PRIM1	8684295	chrm4	925	ENSLOCG00000007341	18067871	LG4	138
LOC116938567	9312827	chrm4	932	ENSLOCG00000003816	11444391	LG4	72
OS9	9394255	chrm4	936	ENSLOCG00000007533	18440368	LG4	141
DCTN2	9532495	chrm4	942	ENSLOCG00000005825	14668369	LG4	115
EIF4B	9590114	chrm4	945	ENSLOCG00000005500	14155977	LG4	110
SHMT2	9970588	chrm4	947	ENSLOCG00000006059	15189650	LG4	116
LOC116938598	10151149	chrm4	950	ENSLOCG00000007299	18025617	LG4	136
LOC116938609	10422177	chrm4	953	ENSLOCG00000013359	66405710	LG4	450
LOC116938640	11160569	chrm4	967	ENSLOCG00000005307	13834403	LG4	104
LOC116938641	11163815	chrm4	968	ENSLOCG00000005337	13901247	LG4	105
LOC116938645	11788494	chrm4	971	ENSLOCG00000004513	12377925	LG4	92
LOC116938657	12505182	chrm4	978	ENSLOCG00000007634	18684022	LG4	143
LOC116938704	14308922	chrm4	1002	ENSLOCG00000004229	11963421	LG4	81
LOC116938705	14343536	chrm4	1003	ENSLOCG00000004214	11944993	LG4	80
LOC116938728	15319435	chrm4	1014	ENSLOCG00000004393	12185324	LG4	88
SUOX	17608823	chrm4	1038	ENSLOCG00000018190	11992612	LG4	82
LOC116938788	18780528	chrm4	1043	ENSLOCG00000004633	12516107	LG4	94
LOC116938829	21838919	chrm4	1053	ENSLOCG00000005406	13986809	LG4	106
AK9	3285309	chrm4	865	ENSLOCG00000017156	60277561	LG1	1057
LOC116938604	10274843	chrm4	951	ENSLOCG00000006799	18017779	LG2	1295
URB1	24549576	chrm4	1064	ENSLOCG00000009190	18504860	LG3	1909
LOC116937223	53006	chrm4	838	ENSLOCG00000007160	14412657	LG9	2395
LOC116937261	170203	chrm4	839	ENSLOCG00000012504	41705035	LG9	2606
NCAPG2	808513	chrm4	841	ENSLOCG00000012399	40704225	LG9	2599
LOC116937591	1525362	chrm4	851	ENSLOCG00000007776	16520161	LG9	2411
SRCIN1	1781352	chrm4	852	ENSLOCG00000003260	3083732	LG9	2316
LOC116938868	1844099	chrm4	853	ENSLOCG00000011750	35861006	LG9	2565
ARL5C	2334760	chrm4	858	ENSLOCG00000010851	31203591	LG9	2521
LOC116937724	2477818	chrm4	859	ENSLOCG00000010868	31320706	LG9	2523
CUBN	2720207	chrm4	862	ENSLOCG00000010501	29528493	LG9	2507
TOPBP1	7374447	chrm4	908	ENSLOCG00000012044	37507019	LG9	2583
LOC116938546	7965284	chrm4	918	ENSLOCG00000008725	19380348	LG9	2438
LOC116938553	8633227	chrm4	924	ENSLOCG00000011575	34615124	LG9	2553
LOC116938562	9092045	chrm4	929	ENSLOCG00000009126	20551402	LG9	2452
LOC116938566	9264541	chrm4	931	ENSLOCG00000009418	23117411	LG9	2466
PPIG	9413770	chrm4	938	ENSLOCG00000009632	25273405	LG9	2473
LOC116938583	9551200	chrm4	943	ENSLOCG00000012001	37391905	LG9	2580
ACAA1	10878766	chrm4	961	ENSLOCG00000009768	25818403	LG9	2478
LOC116938639	11119700	chrm4	965	ENSLOCG00000009275	21585195	LG9	2459
LOC116938652	12293213	chrm4	974	ENSLOCG00000009020	20296539	LG9	2449
LOC116938654	12317333	chrm4	976	ENSLOCG00000009041	20332337	LG9	2450
WDR48	13490354	chrm4	991	ENSLOCG00000009906	26396499	LG9	2480
SNAP47	13851802	chrm4	995	ENSLOCG00000009233	21487856	LG9	2457
YAE1	13995854	chrm4	997	ENSLOCG00000011304	33447740	LG9	2545
LOC116938700	14008987	chrm4	999	ENSLOCG00000013405	51339992	LG9	2663
PDIA4	14244468	chrm4	1000	ENSLOCG00000013319	50559603	LG9	2658
LOC116938706	14364492	chrm4	1004	ENSLOCG00000007720	16309528	LG9	2410
LOC116938711	14459810	chrm4	1006	ENSLOCG00000009989	27180042	LG9	2484
LOC116938748	16615958	chrm4	1028	ENSLOCG00000012894	47477275	LG9	2627
EPDR1	16846462	chrm4	1029	ENSLOCG00000011436	34067093	LG9	2549
LOC116938756	16860994	chrm4	1030	ENSLOCG00000011445	34068682	LG9	2550
PDE1A	16922990	chrm4	1032	ENSLOCG00000012915	47577189	LG9	2628
LOC116938776	17816006	chrm4	1039	ENSLOCG00000008713	19334825	LG9	2437
LOC116938804	19928482	chrm4	1047	ENSLOCG00000010769	30589473	LG9	2517
LOC116938834	23164640	chrm4	1055	ENSLOCG00000010730	30399938	LG9	2516
EIF2B2	1454667	chrm4	850	ENSLOCG00000010473	8251575	LG7	3330
LOC116938853	24460831	chrm4	1063	ENSLOCG00000016891	45602032	LG8	4089
RNF213	24337418	chrm4	1060	ENSLOCG00000012503	35652581	LG10	4496
EEF1AKNMT	24438999	chrm4	1062	ENSLOCG00000010429	26249158	LG10	4404
LOC116938083	3967203	chrm4	870	ENSLOCG00000004780	13073216	LG11	4727
LOC116938283	4364473	chrm4	874	ENSLOCG00000011123	37920288	LG11	5004
LOC116938332	4684586	chrm4	878	ENSLOCG00000011345	39406595	LG11	5021
LOC116938471	5400166	chrm4	884	ENSLOCG00000006524	19290401	LG11	4779
LOC116938487	5726410	chrm4	885	ENSLOCG00000006475	18756624	LG11	4777
C4H7orf31	5788552	chrm4	887	ENSLOCG00000011709	40712311	LG11	5031
LOC116938506	6324573	chrm4	890	ENSLOCG00000011819	41121964	LG11	5035
LOC116938893	6484997	chrm4	895	ENSLOCG00000011836	41152969	LG11	5037
CASD1	7178674	chrm4	904	ENSLOCG00000010891	37299610	LG11	4990
LOC116938529	7322020	chrm4	907	ENSLOCG00000010805	37118484	LG11	4987
SMARCC2	7700761	chrm4	913	ENSLOCG00000004394	10783458	LG11	4718
LOC116938874	7775250	chrm4	916	ENSLOCG00000005704	16438240	LG11	4755
MOCOS	8477105	chrm4	922	ENSLOCG00000005087	14708673	LG11	4738
LOC116938552	8477336	chrm4	923	ENSLOCG00000005058	14504096	LG11	4737
PHF14	9950772	chrm4	946	ENSLOCG00000011164	38349019	LG11	5007
INVS	12131881	chrm4	972	ENSLOCG00000005427	15977730	LG11	4749
TEX10	12250379	chrm4	973	ENSLOCG00000005439	16069964	LG11	4750
CTNNAL1	12326046	chrm4	977	ENSLOCG00000007216	22100710	LG11	4803
FAM221A	14414033	chrm4	1005	ENSLOCG00000011634	40518082	LG11	5029
LOC116938731	15422273	chrm4	1017	ENSLOCG00000010732	36787545	LG11	4983
LOC116938884	15565937	chrm4	1021	ENSLOCG00000010512	35974543	LG11	4969
LRRC72	16161819	chrm4	1025	ENSLOCG00000011298	39256232	LG11	5019
LOC116938746	16396227	chrm4	1026	ENSLOCG00000011232	38910325	LG11	5013
LRRFIP2	17425256	chrm4	1036	ENSLOCG00000004883	13384981	LG11	4731
LOC116938795	19151359	chrm4	1045	ENSLOCG00000006730	20241977	LG11	4783
MNX1	389060	chrm4	840	ENSLOCG00000010942	32152715	LG12	5689
ACMSD	846955	chrm4	843	ENSLOCG00000001787	3160032	LG12	5381
TMEM163	854813	chrm4	844	ENSLOCG00000001812	3164763	LG12	5382
MGAT5	997406	chrm4	845	ENSLOCG00000001826	3312849	LG12	5383
NCKAP5	1042072	chrm4	846	ENSLOCG00000002895	5053376	LG12	5415
LYPD1	1333149	chrm4	847	ENSLOCG00000002923	5294315	LG12	5416
LOC116937633	2101942	chrm4	855	ENSLOCG00000002695	4747734	LG12	5406
C4H2orf76	2488502	chrm4	860	ENSLOCG00000003255	6198475	LG12	5427
LOC116937845	2509105	chrm4	861	ENSLOCG00000003240	6184858	LG12	5426
LOC116937885	3008792	chrm4	863	ENSLOCG00000007725	16639630	LG12	5538
LOC116937982	3451912	chrm4	867	ENSLOCG00000009222	21175087	LG12	5613
LOC116937972	3489807	chrm4	868	ENSLOCG00000009232	21217481	LG12	5614
LCT	3696751	chrm4	869	ENSLOCG00000009115	20272861	LG12	5607
LOC116938149	4059022	chrm4	871	ENSLOCG00000002209	4048491	LG12	5394
LOC116938252	4119722	chrm4	872	ENSLOCG00000002845	4993957	LG12	5413
COL28A1	4172392	chrm4	873	ENSLOCG00000008066	17158616	LG12	5555
SH3BP4	4602973	chrm4	876	ENSLOCG00000010441	30010571	LG12	5669
LOC116938322	4636687	chrm4	877	ENSLOCG00000017841	29882293	LG12	5667
TWIST2	5125556	chrm4	879	ENSLOCG00000017835	19905436	LG12	5605
LOC116938410	5145336	chrm4	880	ENSLOCG00000009094	19888291	LG12	5604
MAIP1	5338891	chrm4	882	ENSLOCG00000005288	10779620	LG12	5474
TYW5	5338939	chrm4	883	ENSLOCG00000005300	10779098	LG12	5473
BOLL	5743086	chrm4	886	ENSLOCG00000004003	6839480	LG12	5440
LOC116938497	5874682	chrm4	888	ENSLOCG00000006972	15346615	LG12	5515
MTX2	6193793	chrm4	889	ENSLOCG00000007000	15510190	LG12	5517
LOC116938504	6339365	chrm4	892	ENSLOCG00000007043	15542632	LG12	5518
LOC116938515	6651780	chrm4	896	ENSLOCG00000007269	15830053	LG12	5523
CHRNA1	6738529	chrm4	897	ENSLOCG00000007282	15898937	LG12	5524
LOC116938519	6832141	chrm4	899	ENSLOCG00000007391	15990887	LG12	5529
LOC116938520	6926159	chrm4	900	ENSLOCG00000007414	16072038	LG12	5531
RAPGEF4	7039942	chrm4	901	ENSLOCG00000007495	16301727	LG12	5533
LOC116938524	7089227	chrm4	903	ENSLOCG00000007555	16413024	LG12	5534
GULP1	7316037	chrm4	906	ENSLOCG00000006118	13020021	LG12	5493
ARPC2	7415050	chrm4	910	ENSLOCG00000009169	20348045	LG12	5610
LOC116938541	7674382	chrm4	912	ENSLOCG00000004706	9001897	LG12	5458
LOC116938545	7757346	chrm4	915	ENSLOCG00000010697	30931254	LG12	5676
WDR12	7781342	chrm4	917	ENSLOCG00000010208	26320095	LG12	5657
LOC116938548	8027044	chrm4	919	ENSLOCG00000017832	18177561	LG12	5572
LOC116938549	8265484	chrm4	920	ENSLOCG00000008406	17966587	LG12	5571
LOC116938550	8325923	chrm4	921	ENSLOCG00000008378	17880568	LG12	5570
LOC116938556	8708273	chrm4	926	ENSLOCG00000004803	9410693	LG12	5461
ZNF142	8992893	chrm4	928	ENSLOCG00000008959	19303575	LG12	5597
STK11IP	9257096	chrm4	930	ENSLOCG00000009252	21345892	LG12	5615
LOC116938876	9322070	chrm4	933	ENSLOCG00000008985	19328658	LG12	5599
METTL5	9338194	chrm4	934	ENSLOCG00000007918	17045396	LG12	5545
KLHL41	9370679	chrm4	935	ENSLOCG00000008040	17119031	LG12	5553
FASTKD1	9413446	chrm4	937	ENSLOCG00000008010	17100600	LG12	5552
CCDC173	9451218	chrm4	939	ENSLOCG00000007987	17081338	LG12	5550
PHGDH	9453142	chrm4	940	ENSLOCG00000007973	17077189	LG12	5548
KLHL23	9485981	chrm4	941	ENSLOCG00000007956	17065582	LG12	5547
LOC103091770	9559972	chrm4	944	ENSLOCG00000000937	394199	LG12	5366
LOC116938595	10068943	chrm4	949	ENSLOCG00000001087	923346	LG12	5367
VIL1	10532657	chrm4	954	ENSLOCG00000008995	19351814	LG12	5600
LOC116938622	10791406	chrm4	955	ENSLOCG00000008939	19269107	LG12	5596
LOC116938625	10820035	chrm4	957	ENSLOCG00000008964	19305289	LG12	5598
CNOT9	10830486	chrm4	958	ENSLOCG00000008931	19244724	LG12	5595
LOC116938626	10838908	chrm4	959	ENSLOCG00000002266	4089995	LG12	5397
TMEM169	10996211	chrm4	962	ENSLOCG00000009744	23749171	LG12	5640
PECR	10999251	chrm4	963	ENSLOCG00000009750	23765890	LG12	5641
LOC116938635	11096669	chrm4	964	ENSLOCG00000009424	22395323	LG12	5623
LOC116938638	11120131	chrm4	966	ENSLOCG00000009485	22495457	LG12	5626
LRP2	11531149	chrm4	969	ENSLOCG00000008113	17196569	LG12	5558
KCNJ3	11758760	chrm4	970	ENSLOCG00000005729	11681958	LG12	5486
PNKD	12299844	chrm4	975	ENSLOCG00000000821	315478	LG12	5364
LOC116938659	12683499	chrm4	979	ENSLOCG00000005678	11606775	LG12	5485
ARL6IP6	12761532	chrm4	980	ENSLOCG00000005665	11501754	LG12	5483
FMNL2	12845232	chrm4	981	ENSLOCG00000005582	11395104	LG12	5481
SLC12A8	12940418	chrm4	982	ENSLOCG00000002752	4883954	LG12	5409
MARCHF7	13196342	chrm4	984	ENSLOCG00000006058	12708431	LG12	5492
BAZ2B	13202048	chrm4	985	ENSLOCG00000006024	12691520	LG12	5491
WDSUB1	13298543	chrm4	986	ENSLOCG00000006001	12609236	LG12	5490
LOC116938675	13429169	chrm4	987	ENSLOCG00000005973	12493098	LG12	5489
DCAF17	13436145	chrm4	988	ENSLOCG00000007739	16654228	LG12	5539
GALNT3	13461385	chrm4	989	ENSLOCG00000008304	17740094	LG12	5566
TTC21B	13477873	chrm4	990	ENSLOCG00000008327	17773425	LG12	5567
SLC38A11	13521609	chrm4	992	ENSLOCG00000008368	17860330	LG12	5569
WNT10A	13820725	chrm4	994	ENSLOCG00000005361	10850282	LG12	5476
LOC116938699	13998573	chrm4	998	ENSLOCG00000001998	3605499	LG12	5386
LOC116938703	14255160	chrm4	1001	ENSLOCG00000001937	3553231	LG12	5385
CCDC93	14620325	chrm4	1007	ENSLOCG00000003144	5932935	LG12	5422
LOC116938715	14706462	chrm4	1008	ENSLOCG00000005081	9967475	LG12	5466
LOC116938723	15128763	chrm4	1009	ENSLOCG00000005133	10628905	LG12	5468
LOC116938725	15230613	chrm4	1011	ENSLOCG00000004425	7744342	LG12	5453
NAB1	15309498	chrm4	1013	ENSLOCG00000009947	24733397	LG12	5650
LOC116938729	15342174	chrm4	1015	ENSLOCG00000008759	18954913	LG12	5584
ZSWIM2	15425164	chrm4	1018	ENSLOCG00000008690	18859230	LG12	5580
PMS1	15539707	chrm4	1019	ENSLOCG00000008805	18994447	LG12	5588
ZC3H15	15858765	chrm4	1022	ENSLOCG00000006786	14987802	LG12	5509
BMPR2	15874887	chrm4	1023	ENSLOCG00000010166	25979845	LG12	5656
IFIH1	16132949	chrm4	1024	ENSLOCG00000008460	18381779	LG12	5573
LOC116938747	16452786	chrm4	1027	ENSLOCG00000009596	22879800	LG12	5631
DNAJC10	16913526	chrm4	1031	ENSLOCG00000006697	14610329	LG12	5507
PPP1R1C	17181065	chrm4	1033	ENSLOCG00000006587	14351442	LG12	5505
ITPRID2	17225495	chrm4	1034	ENSLOCG00000006573	14295176	LG12	5504
NEUROD1	17270573	chrm4	1035	ENSLOCG00000017829	14278692	LG12	5503
LOC116938768	17604256	chrm4	1037	ENSLOCG00000004383	7625218	LG12	5451
LOC116938778	17855265	chrm4	1040	ENSLOCG00000008240	17367003	LG12	5561
ZEB2	18288517	chrm4	1041	ENSLOCG00000001301	1945086	LG12	5370
ORC4	18752188	chrm4	1042	ENSLOCG00000001369	2511667	LG12	5371
LOC116938792	18907449	chrm4	1044	ENSLOCG00000006289	13489170	LG12	5495
ADARB1	20973425	chrm4	1050	ENSLOCG00000009051	19648236	LG12	5601
LOC116938819	21229130	chrm4	1051	ENSLOCG00000009880	24240823	LG12	5648
LOC116938831	22894261	chrm4	1054	ENSLOCG00000005202	10694057	LG12	5470
CASP10	23429163	chrm4	1056	ENSLOCG00000010772	31253745	LG12	5679
TRPM2	24112335	chrm4	1057	ENSLOCG00000009806	24010061	LG12	5645
CFAP410	24134316	chrm4	1058	ENSLOCG00000009819	24001138	LG12	5644
YBEY	24721149	chrm4	1066	ENSLOCG00000008907	19221788	LG12	5593
ERCC1	24181461	chrm4	1059	ENSLOCG00000006213	16108443	LG17	5821
C4H2orf49	24549712	chrm4	1065	ENSLOCG00000008750	22832636	LG17	5899
LOC116938827	21809468	chrm4	1052	ENSLOCG00000004317	8018273	LG23	6966
COMMD9	24346281	chrm4	1061	ENSLOCG00000001074	1046772	LG27	7251
STOM	15138215	chrm4	1010	ENSLOCG00000005541	13857134	LG21	7572
KPNB1	1413820	chrm4	848	ENSLOCG00000013753	10379725	LG15	8405
NPEPPS	1452246	chrm4	849	ENSLOCG00000013761	10412336	LG15	8406
PSMB3	2042779	chrm4	854	ENSLOCG00000013692	10194755	LG15	8401
RPL23	2135835	chrm4	856	ENSLOCG00000013711	10232283	LG15	8403
LOC116937895	3046882	chrm4	864	ENSLOCG00000012338	3985039	LG15	8333
TMEM101	4599646	chrm4	875	ENSLOCG00000013062	7122781	LG15	8370
LOC116938420	5192603	chrm4	881	ENSLOCG00000012553	5012620	LG15	8347
LOC103091696	6330975	chrm4	891	ENSLOCG00000013443	9210126	LG15	8388
LOC116938508	6348197	chrm4	893	ENSLOCG00000013448	9224772	LG15	8389
LOC116938507	6352902	chrm4	894	ENSLOCG00000013451	9228039	LG15	8390
SMARCE1	7374866	chrm4	909	ENSLOCG00000013577	9811871	LG15	8399
RNF113A	7741441	chrm4	914	ENSLOCG00000011785	1845789	LG15	8305
ATXN7L3	8939177	chrm4	927	ENSLOCG00000012046	3019727	LG15	8315
LOC116938592	9970768	chrm4	948	ENSLOCG00000011688	1495893	LG15	8300
LOC116938605	10296483	chrm4	952	ENSLOCG00000012246	3597454	LG15	8325
CCDC47	10819433	chrm4	956	ENSLOCG00000011851	1987419	LG15	8307
LOC116938630	10858142	chrm4	960	ENSLOCG00000011738	1718484	LG15	8303
LOC116938671	13146301	chrm4	983	ENSLOCG00000011968	2476557	LG15	8311
LOC116938685	13678373	chrm4	993	ENSLOCG00000012256	3616835	LG15	8326
LOC116938697	13962645	chrm4	996	ENSLOCG00000012767	5700573	LG15	8358
STAT1	15254003	chrm4	1012	ENSLOCG00000012514	4760937	LG15	8344
