s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
ENTPD4	15848211	chrm11	2148	ENSGALG00000000390	1337731	22	7700
RIOX2	7800071	chrm12	2193	ENSGALG00000039302	92771499	1	593
MEP1B	60590	chrm12	2153	ENSGALG00000044606	106363752	2	1569
LOC116941489	445642	chrm12	2158	ENSGALG00000035065	111903413	2	1597
LOC116941493	545310	chrm12	2160	ENSGALG00000031835	111029857	2	1587
LOC116941499	1183291	chrm12	2162	ENSGALG00000041918	115569184	2	1623
MRS2	1374178	chrm12	2164	ENSGALG00000040084	57864434	2	1372
TMEM241	1374628	chrm12	2165	ENSGALG00000035384	103017782	2	1555
LOC116941515	1880378	chrm12	2167	ENSGALG00000040421	110378439	2	1584
KLHL38	1969644	chrm12	2169	ENSGALG00000038946	138119541	2	1737
LOC116941771	3067034	chrm12	2173	ENSGALG00000031869	110575596	2	1586
LACTB2	3394459	chrm12	2174	ENSGALG00000038745	116766886	2	1629
LOC116941567	4050954	chrm12	2184	ENSGALG00000012724	62100859	2	1394
LOC116941568	4078519	chrm12	2185	ENSGALG00000015181	106508279	2	1570
LOC116941576	4777582	chrm12	2187	ENSGALG00000039553	116289224	2	1625
LOC116941582	6586606	chrm12	2189	ENSGALG00000031578	134026696	2	1716
LOC116941583	7413987	chrm12	2190	ENSGALG00000030030	132172629	2	1709
LOC116941587	7594501	chrm12	2191	ENSGALG00000041043	131592411	2	1707
LOC116941588	7731691	chrm12	2192	ENSGALG00000042182	131316860	2	1706
LOC116941593	7804420	chrm12	2194	ENSGALG00000033205	141692966	2	1747
LOC116941607	8384670	chrm12	2200	ENSGALG00000042652	99496893	2	1536
ADHFE1	8888412	chrm12	2204	ENSGALG00000031860	115083825	2	1616
LOC116941625	9287909	chrm12	2205	ENSGALG00000041233	139291645	2	1744
CHCHD7	9542071	chrm12	2207	ENSGALG00000043676	111284525	2	1593
CPQ	10355767	chrm12	2211	ENSGALG00000030866	126884461	2	1680
VPS13B	10772014	chrm12	2212	ENSGALG00000041179	127950433	2	1686
COL22A1	11708672	chrm12	2217	ENSGALG00000038022	144755284	2	1752
RIOK1	13204348	chrm12	2221	ENSGALG00000012795	64612733	2	1404
LOC116941689	13376760	chrm12	2225	ENSGALG00000039690	120607153	2	1643
MIB1	13885358	chrm12	2226	ENSGALG00000014974	102477247	2	1553
TYMS	13895917	chrm12	2227	ENSGALG00000014897	101949734	2	1547
ATP6V1C1	14025403	chrm12	2229	ENSGALG00000034099	129172100	2	1697
LOC116941704	14069814	chrm12	2230	ENSGALG00000012689	60397626	2	1381
RPLP1	14121417	chrm12	2231	ENSGALG00000030878	145698579	2	1755
LOC116941707	14180069	chrm12	2232	ENSGALG00000013637	90240951	2	1505
CHRAC1	14204192	chrm12	2234	ENSGALG00000040823	145630985	2	1754
LOC116941709	14222866	chrm12	2235	ENSGALG00000039011	129867420	2	1701
LOC116941743	14528889	chrm12	2237	ENSGALG00000014938	102465867	2	1552
LOC116941735	14568343	chrm12	2239	ENSGALG00000034971	146065241	2	1758
PUF60	14681216	chrm12	2240	ENSGALG00000039901	149465150	2	1769
LOC116941788	14780262	chrm12	2241	ENSGALG00000040249	114381431	2	1608
CDKAL1	15097217	chrm12	2246	ENSGALG00000012677	59415499	2	1376
SF3B6	280808	chrm12	2155	ENSGALG00000016501	104194372	3	2420
WDCP	363629	chrm12	2156	ENSGALG00000016499	104131180	3	2419
ADI1	363679	chrm12	2157	ENSGALG00000025796	93695541	3	2381
LOC116941488	690952	chrm12	2161	ENSGALG00000016608	105444374	3	2455
LOC116941504	1358112	chrm12	2163	ENSGALG00000028709	95000775	3	2386
LOC116941516	1933423	chrm12	2168	ENSGALG00000016580	105090967	3	2446
LOC116941533	2441297	chrm12	2170	ENSGALG00000015959	82647722	3	2340
LOC116941536	2840119	chrm12	2171	ENSGALG00000015951	82399478	3	2338
ZNF451	2938045	chrm12	2172	ENSGALG00000016282	86815886	3	2352
SLC18B1	3434584	chrm12	2175	ENSGALG00000019961	56867708	3	2195
BABAM2	3521877	chrm12	2177	ENSGALG00000010039	27695285	3	1994
LOC116941555	3553729	chrm12	2179	ENSGALG00000010678	34835301	3	2053
MKKS	3620142	chrm12	2181	ENSGALG00000009013	13717147	3	1866
LOC116941564	3999499	chrm12	2182	ENSGALG00000037249	81816578	3	2335
LOC116941772	5089645	chrm12	2188	ENSGALG00000016617	105630321	3	2458
LOC116941598	8047016	chrm12	2197	ENSGALG00000016646	106966214	3	2466
MTMR9	8054464	chrm12	2198	ENSGALG00000016649	107134939	3	2467
LOC116941601	8081528	chrm12	2199	ENSGALG00000016651	107177929	3	2468
LOC116941609	8543975	chrm12	2202	ENSGALG00000037423	58645834	3	2208
LOC116941612	8745619	chrm12	2203	ENSGALG00000014821	59052742	3	2209
ITGB1BP1	9540219	chrm12	2206	ENSGALG00000016421	96191112	3	2392
LOC116941631	9549865	chrm12	2208	ENSGALG00000016377	92977622	3	2377
LOC116941638	10213902	chrm12	2210	ENSGALG00000016481	101621518	3	2412
LAPTM4B	11149158	chrm12	2214	ENSGALG00000016479	101426470	3	2411
MCM3	11389832	chrm12	2215	ENSGALG00000016676	107541368	3	2473
LOC116941668	12733706	chrm12	2218	ENSGALG00000016271	85661211	3	2347
GCLC	13101049	chrm12	2219	ENSGALG00000016313	88184017	3	2359
LOC116941688	13290531	chrm12	2223	ENSGALG00000016324	88374104	3	2363
GFRAL	13961933	chrm12	2228	ENSGALG00000016296	87574788	3	2356
SLC17A5	14188491	chrm12	2233	ENSGALG00000015916	81459036	3	2330
LOC116941786	14327782	chrm12	2236	ENSGALG00000016531	104834649	3	2437
LOC116941749	14541605	chrm12	2238	ENSGALG00000016570	105054460	3	2445
LOC116941742	15034372	chrm12	2242	ENSGALG00000014991	64830914	3	2239
LOC116941740	15058645	chrm12	2244	ENSGALG00000002282	57843985	3	2205
LOC116941723	15599329	chrm12	2247	ENSGALG00000034716	59947701	3	2215
RNF217	15652725	chrm12	2248	ENSGALG00000013651	60270213	3	2218
LRPAP1	127582	chrm12	2154	ENSGALG00000015612	81846607	4	2972
MED18	3548083	chrm12	2178	ENSGALG00000028149	23987189	Z	3193
ERMP1	13231470	chrm12	2222	ENSGALG00000000438	27786843	Z	3224
LOC116941550	3475555	chrm12	2176	ENSGALG00000009287	16657944	7	4119
UBE2F	3593484	chrm12	2180	ENSGALG00000003812	4582879	7	4019
LOC116941731	12674	chrm12	2152	ENSGALG00000006182	9807222	20	6262
LOC116941511	1654160	chrm12	2166	ENSGALG00000040254	1275552	20	6193
GCNT2	7867749	chrm12	2196	ENSGALG00000007717	11976790	20	6308
SLC32A1	8395586	chrm12	2201	ENSGALG00000038919	3661843	20	6205
LOC116941634	9909212	chrm12	2209	ENSGALG00000021079	9335908	20	6249
LOC116941658	11457888	chrm12	2216	ENSGALG00000045232	6844857	20	6232
LOC116941683	13184851	chrm12	2220	ENSGALG00000007668	11682313	20	6307
RTEL1	13369483	chrm12	2224	ENSGALG00000006123	9695548	20	6259
ARFRP1	15043995	chrm12	2243	ENSGALG00000006101	9629099	20	6257
BLCAP	15096058	chrm12	2245	ENSGALG00000027126	5093930	20	6213
CLSPN	491972	chrm12	2159	ENSGALG00000002346	4371909	23	7550
LOC116941566	4048804	chrm12	2183	ENSGALG00000001310	2723179	23	7522
LOC116941575	4590006	chrm12	2186	ENSGALG00000001329	2743036	23	7523
LOC116941646	11046470	chrm12	2213	ENSGALG00000004268	5890688	23	7583
WDR13	7844675	chrm12	2195	ENSGALG00000044536	273452	30	7946
SMO	214056	chrm13	2254	ENSGALG00000036114	1339502	1	13
SNAPC3	4594845	chrm13	2294	ENSGALG00000011323	45273004	1	247
SYNJ1	11612643	chrm13	2354	ENSGALG00000034317	106410917	1	632
ACAT1	11665618	chrm13	2355	ENSGALG00000017163	181685617	1	933
C1D	116973	chrm13	2251	ENSGALG00000008765	11846476	3	1848
MBOAT4	470400	chrm13	2261	ENSGALG00000011454	49618256	4	2783
DCTN6	487611	chrm13	2263	ENSGALG00000010298	34748287	4	2701
GTF2E2	798434	chrm13	2269	ENSGALG00000010283	34710680	4	2700
PGGT1B	26129	chrm13	2249	ENSGALG00000008197	79039363	Z	3427
TBCA	238287	chrm13	2256	ENSGALG00000004353	23086354	Z	3181
FOCAD	307097	chrm13	2258	ENSGALG00000015071	34160693	Z	3244
LOC116942170	376899	chrm13	2260	ENSGALG00000005337	81461078	Z	3435
TSTD2	521518	chrm13	2264	ENSGALG00000002110	70975840	Z	3406
NCBP1	524725	chrm13	2265	ENSGALG00000002087	70975777	Z	3405
XPA	602621	chrm13	2266	ENSGALG00000028998	70935593	Z	3404
TDRD7	798355	chrm13	2268	ENSGALG00000012350	71057636	Z	3408
DMGDH	914670	chrm13	2271	ENSGALG00000004491	22452214	Z	3177
LOC116942187	923846	chrm13	2272	ENSGALG00000004518	22452194	Z	3176
LOC116942193	1297915	chrm13	2275	ENSGALG00000030834	334118	Z	3043
LOC116942195	1470808	chrm13	2276	ENSGALG00000002165	8647536	Z	3084
FECH	2220874	chrm13	2278	ENSGALG00000038461	380894	Z	3045
PIGO	2343554	chrm13	2280	ENSGALG00000002023	8591196	Z	3083
LOC116942209	2550909	chrm13	2283	ENSGALG00000002326	8885669	Z	3085
ESM1	2730773	chrm13	2284	ENSGALG00000027707	16634702	Z	3140
SNX18	2768062	chrm13	2286	ENSGALG00000014914	16452908	Z	3138
LOC116942213	2841583	chrm13	2287	ENSGALG00000020561	16594029	Z	3139
LOC116941872	4620853	chrm13	2295	ENSGALG00000015105	31971222	Z	3234
MAMDC2	4808777	chrm13	2299	ENSGALG00000015115	34893637	Z	3247
LOC116941892	5520382	chrm13	2303	ENSGALG00000005848	8328564	Z	3082
LOC103091853	6304572	chrm13	2306	ENSGALG00000027907	58587854	Z	3349
ADGRV1	6737818	chrm13	2307	ENSGALG00000043556	59879799	Z	3351
CDO1	6765375	chrm13	2308	ENSGALG00000002358	73146955	Z	3418
CCDC112	6923857	chrm13	2310	ENSGALG00000045092	79049732	Z	3428
RASGRF2	7101693	chrm13	2312	ENSGALG00000015598	64109277	Z	3368
KIF27	7224118	chrm13	2313	ENSGALG00000012588	40077364	Z	3267
C13H9orf64	7245675	chrm13	2314	ENSGALG00000012589	40087531	Z	3268
AGTPBP1	7722219	chrm13	2317	ENSGALG00000012595	40738461	Z	3271
NAA35	7724591	chrm13	2318	ENSGALG00000012598	40746427	Z	3272
FAM169A	7762951	chrm13	2320	ENSGALG00000014943	24164780	Z	3196
DAPK1	8042406	chrm13	2323	ENSGALG00000012608	41291901	Z	3274
PTAR1	8153379	chrm13	2325	ENSGALG00000015113	34839726	Z	3246
MSMP	8274296	chrm13	2329	ENSGALG00000028118	9113970	Z	3089
GBA2	8298055	chrm13	2330	ENSGALG00000002412	9126063	Z	3090
TAF1C	8372570	chrm13	2331	ENSGALG00000025868	9087723	Z	3087
LOC116941955	8373350	chrm13	2332	ENSGALG00000027418	9092400	Z	3088
LOC116942139	8540216	chrm13	2333	ENSGALG00000014906	15940610	Z	3134
FST	8618579	chrm13	2334	ENSGALG00000014908	16072540	Z	3135
ARL15	8701718	chrm13	2335	ENSGALG00000014911	16414354	Z	3137
IER3IP1	9055035	chrm13	2337	ENSGALG00000032061	1753935	Z	3057
SLC45A2	9360299	chrm13	2338	ENSGALG00000003310	10346031	Z	3102
C1QTNF3	9390920	chrm13	2339	ENSGALG00000027887	10387436	Z	3104
LOC116941979	9427661	chrm13	2341	ENSGALG00000003353	10460140	Z	3105
RASEF	10008690	chrm13	2343	ENSGALG00000012576	39767984	Z	3262
LOC116941991	10098848	chrm13	2344	ENSGALG00000012577	39963817	Z	3263
IDNK	10105016	chrm13	2345	ENSGALG00000012583	39979313	Z	3264
MEGF10	10290191	chrm13	2346	ENSGALG00000014699	56552980	Z	3336
MARCHF3	10302359	chrm13	2347	ENSGALG00000028673	56473532	Z	3334
PHAX	10349200	chrm13	2348	ENSGALG00000014691	56385483	Z	3333
ALDH7A1	10352657	chrm13	2349	ENSGALG00000008229	79146008	Z	3430
ZNF608	10729824	chrm13	2350	ENSGALG00000005016	79844242	Z	3431
CEP120	11017916	chrm13	2351	ENSGALG00000005368	81746900	Z	3438
PRDM6	11124713	chrm13	2353	ENSGALG00000005351	81605054	Z	3437
ACER2	11693649	chrm13	2356	ENSGALG00000015081	33744115	Z	3241
TLN2	11979053	chrm13	2359	ENSGALG00000002548	9172856	Z	3092
EPG5	12128808	chrm13	2363	ENSGALG00000036259	2188459	Z	3062
LOC116942040	12243818	chrm13	2364	ENSGALG00000017405	10086725	Z	3100
LOC116942141	12339346	chrm13	2365	ENSGALG00000035595	2293812	Z	3063
LOC116942048	12705916	chrm13	2369	ENSGALG00000014807	22058069	Z	3173
LOC116942058	12886440	chrm13	2373	ENSGALG00000012610	41419264	Z	3275
LOC116942061	12922094	chrm13	2374	ENSGALG00000037880	2151247	Z	3061
RGS7BP	12959070	chrm13	2375	ENSGALG00000027389	20155081	Z	3161
RNF180	12996539	chrm13	2376	ENSGALG00000014743	20052492	Z	3160
LOC116942067	13366264	chrm13	2377	ENSGALG00000014742	19995570	Z	3159
IPO11	13557974	chrm13	2378	ENSGALG00000014740	19489298	Z	3158
SLC30A5	13560874	chrm13	2379	ENSGALG00000014787	21885738	Z	3169
LIX1L	14177507	chrm13	2381	ENSGALG00000015290	51637860	Z	3307
FBXL17	14323180	chrm13	2382	ENSGALG00000000276	47772332	Z	3300
NNT	14324365	chrm13	2383	ENSGALG00000014869	13746656	Z	3131
LYRM7	14474061	chrm13	2384	ENSGALG00000037299	44911110	Z	3287
SUB1	14700306	chrm13	2386	ENSGALG00000003248	9801244	Z	3099
LOC116942109	14715457	chrm13	2387	ENSGALG00000005821	7715763	Z	3075
DNAI1	14717490	chrm13	2388	ENSGALG00000005831	7780561	Z	3076
NOL6	14763160	chrm13	2389	ENSGALG00000030730	7288141	Z	3068
GOLPH3	15260155	chrm13	2393	ENSGALG00000028267	9696930	Z	3098
FSD1	15587645	chrm13	2397	ENSGALG00000015442	55093601	Z	3330
FUT11	11768513	chrm13	2357	ENSGALG00000005169	16781124	6	4401
ATR	2731004	chrm13	2285	ENSGALG00000002663	10648117	9	4998
LOC116942043	12403480	chrm13	2366	ENSGALG00000000399	2863677	9	4920
TUBGCP4	66027	chrm13	2250	ENSGALG00000008549	20740065	10	5345
ICE2	223726	chrm13	2255	ENSGALG00000046000	5497545	10	5193
CIAO2A	248068	chrm13	2257	ENSGALG00000026448	20171502	10	5320
LOC116942169	355976	chrm13	2259	ENSGALG00000002708	3212740	10	5170
LOC116942179	614225	chrm13	2267	ENSGALG00000027805	2802906	10	5151
LOC116942190	999049	chrm13	2273	ENSGALG00000037336	8280308	10	5223
FAM214A	2241229	chrm13	2279	ENSGALG00000042839	9133005	10	5229
LOC116942206	2370598	chrm13	2281	ENSGALG00000031987	9192217	10	5231
MAPK6	2515316	chrm13	2282	ENSGALG00000031448	9397799	10	5233
LOC116942216	2919640	chrm13	2289	ENSGALG00000036680	7752653	10	5217
LOC116942220	3196565	chrm13	2290	ENSGALG00000004304	8005950	10	5219
LOC116941865	3756835	chrm13	2293	ENSGALG00000001774	2272013	10	5146
HYPK	4623056	chrm13	2296	ENSGALG00000013916	20563224	10	5341
IQGAP1	4725770	chrm13	2298	ENSGALG00000030162	20744793	10	5346
LOC116941886	4992266	chrm13	2302	ENSGALG00000006119	12115762	10	5256
LOC116941896	5723678	chrm13	2304	ENSGALG00000003944	6409092	10	5200
LOC116941894	6005651	chrm13	2305	ENSGALG00000042552	6544834	10	5201
LOC116941910	6863421	chrm13	2309	ENSGALG00000007358	18241830	10	5293
ANKRD34C	6938720	chrm13	2311	ENSGALG00000030576	20420142	10	5327
SLC28A3	7520002	chrm13	2315	ENSGALG00000030863	1337595	10	5125
CA14	8143230	chrm13	2324	ENSGALG00000003456	4543070	10	5190
CIB2	8245125	chrm13	2327	ENSGALG00000026674	4240575	10	5186
IDH3A	8250264	chrm13	2328	ENSGALG00000037401	4240381	10	5185
FEM1B	8742534	chrm13	2336	ENSGALG00000028906	19587134	10	5310
GLCE	9960023	chrm13	2342	ENSGALG00000028191	19739669	10	5315
CSNK1G3	11018636	chrm13	2352	ENSGALG00000030812	1671680	10	5133
LACTB	12095896	chrm13	2360	ENSGALG00000003505	4609086	10	5191
WDR61	12127375	chrm13	2362	ENSGALG00000003221	4160975	10	5184
LOC116942044	12455636	chrm13	2368	ENSGALG00000003644	4876556	10	5192
GOLM2	12833839	chrm13	2372	ENSGALG00000008208	20277757	10	5324
LOC116942111	14785360	chrm13	2390	ENSGALG00000014121	2848815	10	5153
CSK	15143567	chrm13	2392	ENSGALG00000031270	2885383	10	5157
LOC116942116	15365269	chrm13	2394	ENSGALG00000005894	11302025	10	5248
LOC116942121	15534936	chrm13	2395	ENSGALG00000037950	1375029	10	5126
PTPN9	15566340	chrm13	2396	ENSGALG00000001664	3142964	10	5168
LOC116942127	15631298	chrm13	2398	ENSGALG00000037553	1456984	10	5127
ASCC2	162169	chrm13	2252	ENSGALG00000008059	11292841	15	6512
SLC7A4	888879	chrm13	2270	ENSGALG00000002204	10366678	15	6499
LOC116942164	191473	chrm13	2253	ENSGALG00000034453	2982448	21	7309
LOC116941933	7906660	chrm13	2321	ENSGALG00000039643	6094429	23	7586
GLMP	11783404	chrm13	2358	ENSGALG00000045611	6101481	23	7587
LOC116942173	486117	chrm13	2262	ENSGALG00000000812	2086009	28	7779
ONECUT1	2106322	chrm13	2277	ENSGALG00000028081	2401470	28	7788
KLHL26	4629843	chrm13	2297	ENSGALG00000033270	3966017	28	7838
UPF1	4890975	chrm13	2300	ENSGALG00000003220	3866418	28	7836
DDX49	4938468	chrm13	2301	ENSGALG00000003130	3824430	28	7832
PGPEP1	7762618	chrm13	2319	ENSGALG00000042080	4068098	28	7845
LOC116941935	7915986	chrm13	2322	ENSGALG00000001749	1746736	28	7775
BTBD2	8187255	chrm13	2326	ENSGALG00000001019	2232090	28	7785
SIRT6	9427534	chrm13	2340	ENSGALG00000001245	2700506	28	7793
LOC116942033	12101874	chrm13	2361	ENSGALG00000028851	4537499	28	7863
ABHD8	12793555	chrm13	2371	ENSGALG00000036297	3494556	28	7820
MRPL54	14167172	chrm13	2380	ENSGALG00000027611	1081935	28	7760
CERS2	14521895	chrm13	2385	ENSGALG00000043352	243536	28	7744
LOC116942191	1148660	chrm13	2274	ENSGALG00000024034	309861	25	7877
LOC116942214	2846058	chrm13	2288	ENSGALG00000029444	3540945	25	7920
VPS72	3442043	chrm13	2291	ENSGALG00000000793	260117	25	7875
CHTOP	3444687	chrm13	2292	ENSGALG00000042129	3329953	25	7914
NTRK2	7540977	chrm13	2316	ENSGALG00000019019	2588284	25	7901
INTS3	12413074	chrm13	2367	ENSGALG00000027046	3364116	25	7916
GBA	12779269	chrm13	2370	ENSGALG00000031002	3514320	25	7919
LOC116942090	14807908	chrm13	2391	ENSGALG00000000751	194999	25	7871
LOC116942274	504538	chrm14	2402	ENSGALG00000017040	172643010	1	879
TSPAN12	1331909	chrm14	2406	ENSGALG00000009029	23609311	1	141
MDM1	1336141	chrm14	2407	ENSGALG00000009905	35257392	1	194
SLC35E3	1391774	chrm14	2409	ENSGALG00000009940	35393881	1	197
WDR3	1392568	chrm14	2410	ENSGALG00000014791	79906621	1	522
AASS	1635383	chrm14	2411	ENSGALG00000008953	23009936	1	137
LTA4H	2796525	chrm14	2414	ENSGALG00000033709	45740752	1	256
LOC116942314	4304505	chrm14	2415	ENSGALG00000009825	33560542	1	181
WASHC4	4746821	chrm14	2417	ENSGALG00000028254	54284004	1	358
ALDH1L2	4756037	chrm14	2418	ENSGALG00000012691	54291423	1	359
NRCAM	5222440	chrm14	2419	ENSGALG00000009514	28704250	1	160
LOC116942321	5295496	chrm14	2420	ENSGALG00000009497	28633253	1	158
GCC1	6349488	chrm14	2421	ENSGALG00000033149	1103222	1	7
MCM10	6810987	chrm14	2425	ENSGALG00000034198	7248737	1	49
LOC116942345	6852631	chrm14	2426	ENSGALG00000040023	20594690	1	123
LOC116942346	6891074	chrm14	2427	ENSGALG00000019384	20555609	1	122
RINT1	7070692	chrm14	2428	ENSGALG00000008123	14138451	1	86
LOC116942350	7072743	chrm14	2429	ENSGALG00000040369	4138800	1	32
NUDT5	7124981	chrm14	2430	ENSGALG00000013967	6858323	1	45
LOC116942364	8334414	chrm14	2436	ENSGALG00000008814	22445383	1	130
HSPA14	8600240	chrm14	2439	ENSGALG00000035201	7970727	1	55
SUV39H2	8620070	chrm14	2440	ENSGALG00000013920	7983062	1	56
DCLRE1C	8650941	chrm14	2441	ENSGALG00000013926	8003663	1	57
LOC116942373	8784928	chrm14	2442	ENSGALG00000006563	8841294	1	62
LOC116942375	8884506	chrm14	2443	ENSGALG00000040444	11192618	1	65
MON2	9751674	chrm14	2446	ENSGALG00000009795	33104537	1	178
TMEM60	10122567	chrm14	2449	ENSGALG00000008330	12642780	1	69
PHTF2	10124472	chrm14	2450	ENSGALG00000008335	12642685	1	68
LOC116942391	10169728	chrm14	2451	ENSGALG00000011504	46668978	1	262
GPR22	10456944	chrm14	2453	ENSGALG00000008032	14842549	1	92
HBP1	10587781	chrm14	2454	ENSGALG00000008050	14682619	1	91
PRKAR2B	10639233	chrm14	2455	ENSGALG00000008060	14593472	1	90
BMT2	11183439	chrm14	2458	ENSGALG00000009440	26909370	1	153
TMEM168	11222820	chrm14	2459	ENSGALG00000009443	26946874	1	154
ZNF277	11256144	chrm14	2460	ENSGALG00000009454	27142306	1	156
GPR37	11652873	chrm14	2464	ENSGALG00000040954	21985327	1	127
LOC116942416	11719755	chrm14	2465	ENSGALG00000008115	14267311	1	87
POT1	12594852	chrm14	2467	ENSGALG00000008740	21884125	1	126
EEA1	12768465	chrm14	2469	ENSGALG00000011280	44720507	1	242
MSRB3	12787763	chrm14	2471	ENSGALG00000026661	34107212	1	189
CRADD	12854269	chrm14	2472	ENSGALG00000011297	44934716	1	245
MRPL42	12883529	chrm14	2474	ENSGALG00000011293	44901268	1	244
LEMD3	12928094	chrm14	2475	ENSGALG00000009873	34057984	1	188
WIF1	12936824	chrm14	2476	ENSGALG00000039209	34044011	1	187
C14H12orf45	13117155	chrm14	2477	ENSGALG00000012694	54323938	1	360
CHST11	13279680	chrm14	2479	ENSGALG00000030607	54542011	1	361
NFYB	13316704	chrm14	2480	ENSGALG00000041193	54631915	1	362
LOC116942447	13349412	chrm14	2482	ENSGALG00000008168	1679824	1	22
LOC116942449	13368934	chrm14	2483	ENSGALG00000008169	1696184	1	23
LOC116942460	13826533	chrm14	2487	ENSGALG00000034078	54676398	1	364
LOC116942458	13828432	chrm14	2488	ENSGALG00000009743	31563241	1	172
ATP23	13875307	chrm14	2490	ENSGALG00000009747	31563283	1	173
TUBGCP6	13967225	chrm14	2493	ENSGALG00000032156	20488213	1	120
FBXL13	13991721	chrm14	2494	ENSGALG00000045817	13009149	1	74
LRRC17	14014370	chrm14	2495	ENSGALG00000008298	13007014	1	73
ARMC10	14070776	chrm14	2496	ENSGALG00000008288	13055478	1	75
LRRK2	14070816	chrm14	2497	ENSGALG00000007161	15199297	1	99
TMEM209	14087775	chrm14	2498	ENSGALG00000008036	1580853	1	18
MLC1	14091674	chrm14	2499	ENSGALG00000040038	20275372	1	117
PIM3	14136468	chrm14	2501	ENSGALG00000023576	19339085	1	115
DHTKD1	14218396	chrm14	2502	ENSGALG00000003674	6811049	1	43
MKLN1	14346811	chrm14	2504	ENSGALG00000006356	3836067	1	29
RAD52	14511640	chrm14	2505	ENSGALG00000039171	60546631	1	408
RELN	14612082	chrm14	2507	ENSGALG00000008193	13457234	1	80
NAPEPLD	14669903	chrm14	2508	ENSGALG00000008285	13085319	1	76
PIK3CG	14685553	chrm14	2509	ENSGALG00000008081	14541325	1	89
EXOC4	14827085	chrm14	2510	ENSGALG00000008477	2511935	1	27
DDO	1081376	chrm14	2404	ENSGALG00000015057	66560137	3	2249
YIPF3	1881320	chrm14	2412	ENSGALG00000041037	31034154	3	2023
GTF3C6	6367034	chrm14	2422	ENSGALG00000015044	66318181	3	2246
LOC116942279	1001388	chrm14	2403	ENSGALG00000012119	28491954	7	4250
MGST3	277446	chrm14	2401	ENSGALG00000003445	5849190	8	4660
THOC7	1917604	chrm14	2413	ENSGALG00000007299	13951645	12	5508
LOC116942335	6469732	chrm14	2423	ENSGALG00000032736	9973817	12	5461
RFT1	6764663	chrm14	2424	ENSGALG00000001945	1640711	12	5364
LOC116942353	7133464	chrm14	2431	ENSGALG00000038951	1855177	12	5367
TUSC2	7230790	chrm14	2432	ENSGALG00000041338	1850254	12	5366
LOC116942361	8266892	chrm14	2434	ENSGALG00000002138	1843438	12	5365
FAM107B	8363740	chrm14	2437	ENSGALG00000007139	12269886	12	5503
FRMD4A	8453335	chrm14	2438	ENSGALG00000037791	15810437	12	5521
LOC116942378	9014702	chrm14	2444	ENSGALG00000002722	2901546	12	5383
SLC6A8	10307048	chrm14	2452	ENSGALG00000041419	11989500	12	5491
EIF4E3	11146389	chrm14	2457	ENSGALG00000007780	16682429	12	5524
LOC116942412	11540904	chrm14	2463	ENSGALG00000008314	19004929	12	5536
LOC116942418	11842510	chrm14	2466	ENSGALG00000004955	5166039	12	5411
GMPPB	12655920	chrm14	2468	ENSGALG00000002500	2807450	12	5379
HEMK1	12787669	chrm14	2470	ENSGALG00000002253	2173268	12	5372
LOC116942431	12877385	chrm14	2473	ENSGALG00000002260	2268470	12	5373
KLHDC8B	13508544	chrm14	2484	ENSGALG00000006776	11930527	12	5487
POC1A	13639213	chrm14	2485	ENSGALG00000034572	519001	12	5348
TNNC1	13795899	chrm14	2486	ENSGALG00000001459	981315	12	5351
LOC116942463	13891380	chrm14	2492	ENSGALG00000007431	14690794	12	5512
QARS1	14126015	chrm14	2500	ENSGALG00000029980	11997116	12	5492
SUSD3	14291574	chrm14	2503	ENSGALG00000025886	7082243	12	5429
LOC116942285	1303027	chrm14	2405	ENSGALG00000006363	8412345	15	6455
WDR45	13328381	chrm14	2481	ENSGALG00000001563	3389455	18	6550
TLCD1	238997	chrm14	2400	ENSGALG00000003973	5957173	19	6982
PPT1	8082035	chrm14	2433	ENSGALG00000003936	5713960	23	7574
LOC116942254	130230	chrm14	2399	ENSGALG00000034009	1259072	26	7619
DDX20	1365240	chrm14	2408	ENSGALG00000001504	3285258	26	7649
LOC116942315	4612171	chrm14	2416	ENSGALG00000000788	2368583	26	7640
LOC116942363	8301339	chrm14	2435	ENSGALG00000000086	1120743	26	7610
LOC116942383	9694781	chrm14	2445	ENSGALG00000001569	3556444	26	7655
PTPN12	9999117	chrm14	2447	ENSGALG00000021656	3760199	26	7657
LOC116942388	10077453	chrm14	2448	ENSGALG00000001860	3746581	26	7656
LOC116942400	10707969	chrm14	2456	ENSGALG00000000417	1422663	26	7624
LOC116942410	11417244	chrm14	2461	ENSGALG00000000401	1400046	26	7623
LOC116942411	11428982	chrm14	2462	ENSGALG00000000883	2535305	26	7644
SLC41A2	13119532	chrm14	2478	ENSGALG00000000721	2305691	26	7638
LOC116942461	13858308	chrm14	2489	ENSGALG00000040168	1239192	26	7617
GPKOW	13889890	chrm14	2491	ENSGALG00000033573	5447785	26	7686
AP4B1	14534970	chrm14	2506	ENSGALG00000035295	3770521	26	7659
LOC116942532	268092	chrm15	2515	ENSGALG00000015259	110008388	2	1581
LOC116942534	274647	chrm15	2516	ENSGALG00000031035	109509669	2	1580
SLC25A32	283448	chrm15	2517	ENSGALG00000039882	129309973	2	1699
TRAPPC9	290357	chrm15	2518	ENSGALG00000042766	145625236	2	1753
USP14	378745	chrm15	2519	ENSGALG00000014920	102165595	2	1550
