s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
EA74661	115124620	chr3	1681	LOC116947025	11273466	chrm28	4291
EA75374	115136193	chr3	1682	SLC33A1	11236130	chrm28	4290
EA73259	115197151	chr3	1683	LOC116946950	5813381	chrm28	4257
EA73774	115247497	chr3	1684	LOC116946824	1808573	chrm28	4208
EA77493	115444878	chr3	1686	MAB21L4	1690498	chrm28	4206
EA74795	115476032	chr3	1687	ARHGEF26	1673126	chrm28	4205
EA77985	115764385	chr3	1688	DHX36	1602973	chrm28	4204
EA73472	115865048	chr3	1689	LOC116946860	1500166	chrm28	4203
EA73634	116272383	chr3	1690	LOC116946896	2719128	chrm28	4229
EA78918	143046454	chr3	1802	LOC116947048	13190476	chrm28	4304
EA73665	143275482	chr3	1803	PER1	211025	chrm28	4194
EA75560	143596405	chr3	1805	COPB2	156324	chrm28	4193
EA72824	143827975	chr3	1806	UBE4B	112730	chrm28	4192
EA75061	143982956	chr3	1807	LOC116946905	3040391	chrm28	4232
EA75490	144313126	chr3	1809	LOC116946847	925757	chrm28	4197
EA78078	144587203	chr3	1810	PAX7	904304	chrm28	4196
EA72901	146561995	chr3	1811	GIGYF2	13279997	chrm28	4305
EA78119	146627378	chr3	1812	PM20D1	12692420	chrm28	4298
EA77924	146642331	chr3	1813	SSR3	11158893	chrm28	4288
EA75176	146752763	chr3	1814	KCNAB1	11065330	chrm28	4287
EA74050	146932268	chr3	1815	NAA38	7910764	chrm28	4274
EA74581	146934496	chr3	1816	LOC116946983	7910632	chrm28	4273
EA78928	147114384	chr3	1817	WDR33	7951666	chrm28	4275
EA75542	147262834	chr3	1818	LOC116946988	8021070	chrm28	4276
EA77811	147680515	chr3	1819	LOC116946961	6967676	chrm28	4260
EA74305	147733978	chr3	1820	LSG1	7025906	chrm28	4261
EA76802	147734176	chr3	1821	MRPL20	7026286	chrm28	4262
EA79331	147870640	chr3	1822	GOLIM4	10998425	chrm28	4285
EA74032	147961105	chr3	1823	POLR2D	11159426	chrm28	4289
EA77868	147982916	chr3	1824	LOC116946869	1930885	chrm28	4210
EA74215	148094713	chr3	1825	ARMC7	1968610	chrm28	4211
EA73523	148300364	chr3	1826	NPPC	2030115	chrm28	4212
EA73065	149223416	chr3	1827	LOC116946855	1332708	chrm28	4201
EA74334	149356022	chr3	1828	LOC116947033	12443454	chrm28	4296
EA73858	149358598	chr3	1829	KLHL30	2147462	chrm28	4216
EA78347	149835305	chr3	1831	B3GALT6	2119334	chrm28	4215
EA75520	149874178	chr3	1832	SDF4	2111887	chrm28	4214
EA76999	149927789	chr3	1833	AGXT	2086120	chrm28	4213
EA78582	150684797	chr3	1834	LOC116946975	7503206	chrm28	4269
EA74216	153672355	chr3	1850	LOC116946898	2881665	chrm28	4230
EA74056	153714150	chr3	1851	SRRT	2899382	chrm28	4231
EA75241	154622207	chr3	1852	OPA1	4911924	chrm28	4250
EA75554	154721670	chr3	1853	LOC116946935	4414428	chrm28	4249
EA74298	159756421	chr3	1855	CLSTN1	5985620	chrm28	4258
EA73522	160107739	chr3	1856	PIK3CD	5732291	chrm28	4256
EA75136	160149728	chr3	1857	LOC116946948	5650898	chrm28	4255
EA77037	160526129	chr3	1858	TMEM201	5462538	chrm28	4254
EA75162	161530129	chr3	1859	LOC116946800	8732161	chrm28	4282
EA76830	161902510	chr3	1860	LOC116947014	10760499	chrm28	4284
EA76946	162410607	chr3	1861	LOC116947029	11803152	chrm28	4295
EA77432	162413058	chr3	1862	LOC116947028	11802714	chrm28	4294
EA74190	169325442	chr3	1874	LOC116946908	3082357	chrm28	4234
EA77345	169711030	chr3	1875	DISP3	3097563	chrm28	4235
EA79090	170568757	chr3	1878	LOC116946831	91464	chrm28	4191
EA78237	171616041	chr3	1882	PSMB6	2162439	chrm28	4217
EA77936	172054563	chr3	1883	LOC116946916	3750365	chrm28	4239
EA77450	172221321	chr3	1884	MRPL47	3779714	chrm28	4241
EA76483	172222111	chr3	1885	NDUFB5	3779558	chrm28	4240
EA79390	172295917	chr3	1886	LOC116946920	3795431	chrm28	4242
EA78255	172491370	chr3	1887	PEX5L	3870429	chrm28	4243
EA75246	172515351	chr3	1888	PHB2	3871347	chrm28	4244
EA74530	172701583	chr3	1890	KLHL21	3927306	chrm28	4245
EA77045	172748680	chr3	1891	DDOST	7462478	chrm28	4268
EA75035	172818489	chr3	1892	ABCF3	3956547	chrm28	4246
EA73570	172827641	chr3	1893	DVL3	3959154	chrm28	4247
EA78702	173595979	chr3	1897	LOC116946868	1880306	chrm28	4209
EA78114	174143874	chr3	1898	RCC2	59369	chrm28	4190
EA78824	174145790	chr3	1899	SIGMAR1	1160352	chrm28	4200
EA73807	174185295	chr3	1900	GPS2	1143002	chrm28	4199
EA75033	174203281	chr3	1901	RPL22	1142022	chrm28	4198
EA74890	174656535	chr3	1902	EIF4G1	12609116	chrm28	4297
EA72851	175127953	chr3	1903	LOC116947027	11441395	chrm28	4293
EA77931	175371958	chr3	1904	SPSB1	5291591	chrm28	4252
EA75931	175448609	chr3	1905	SLC25A36	5250556	chrm28	4251
EA79572	175477276	chr3	1906	PXYLP1	5443808	chrm28	4253
EA78426	175521248	chr3	1907	MRPL51	8715019	chrm28	4281
EA76945	175552584	chr3	1908	PEX10	8711215	chrm28	4280
EA75805	175569092	chr3	1909	LOC116946993	8649948	chrm28	4279
EA77117	175643035	chr3	1910	LOC116947018	11013108	chrm28	4286
EA76727	175876390	chr3	1911	LOC116946972	7329218	chrm28	4267
EA73859	175914815	chr3	1912	CASP9	7253728	chrm28	4266
EA74608	175984624	chr3	1913	EXOC8	7185702	chrm28	4265
EA75808	176027356	chr3	1914	LOC116946966	7159645	chrm28	4264
EA77355	176061471	chr3	1915	ECEL1	7114480	chrm28	4263
EA78388	176345386	chr3	1916	LOC116946992	8573762	chrm28	4278
EA79096	176623514	chr3	1917	LOC116946882	2236899	chrm28	4222
EA76161	176711998	chr3	1918	LIG3	2212988	chrm28	4221
EA75380	176789733	chr3	1919	ALDH4A1	2193860	chrm28	4220
EA75179	176819779	chr3	1920	NSUN5	2178343	chrm28	4218
EA75971	177849056	chr3	1922	LOC116946999	10539648	chrm28	4283
EA77918	183755936	chr3	1925	PPP1R7	7620258	chrm28	4271
EA73126	28132783	chr3	1363	LOC116947617	12402775	chrm30	4584
EA75081	29890677	chr3	1372	LOC116947497	4718866	chrm30	4514
EA79054	83427304	chr3	1539	LOC116947487	4046095	chrm30	4508
EA73638	102095663	chr3	1634	LOC116947626	13060425	chrm30	4590
EA75447	26624178	chr3	1353	ERMARD	12586367	chrm31	4852
EA73369	69005955	chr3	1495	LOC116947673	514217	chrm31	4709
EA78825	123609368	chr3	1723	LOC116947678	509228	chrm31	4707
EA79533	123675445	chr3	1724	LOC116947681	512823	chrm31	4708
EA76800	6876673	chr3	1287	DHX34	12252265	chrm36	5414
EA77817	9646716	chr3	1292	LOC116949299	2331088	chrm36	5333
EA73152	12319817	chr3	1307	TMEM43	12427902	chrm36	5418
EA75114	12716832	chr3	1311	TAMM41	4597711	chrm36	5352
EA75324	13661196	chr3	1317	DNAH12	11558733	chrm36	5402
EA79201	13965484	chr3	1318	LOC116949404	9320979	chrm36	5393
EA79514	13972804	chr3	1319	TMF1	7890874	chrm36	5382
EA78477	15674860	chr3	1321	GHDC	9457872	chrm36	5395
EA77239	16572606	chr3	1324	LRTM2	5595324	chrm36	5362
EA74191	16751425	chr3	1325	LOC116949348	5482139	chrm36	5359
EA78942	16755125	chr3	1326	LOC116949347	5509107	chrm36	5360
EA78901	17510697	chr3	1327	IL17RD	8175619	chrm36	5385
EA74151	17514078	chr3	1328	KBTBD12	8229209	chrm36	5386
EA77746	17552012	chr3	1329	RUVBL1	8305349	chrm36	5388
EA79219	17612719	chr3	1330	EEFSEC	8306269	chrm36	5389
EA77433	18628583	chr3	1331	CRBN	11861744	chrm36	5406
EA74250	19252431	chr3	1333	LOC116949309	2930345	chrm36	5339
EA76219	19300535	chr3	1334	CCDC115	2955340	chrm36	5340
EA74183	19301288	chr3	1335	ACAD9	2955559	chrm36	5341
EA76780	19377549	chr3	1336	CFAP92	3011528	chrm36	5342
EA73806	19419453	chr3	1337	GP9	3057637	chrm36	5343
EA73799	19980629	chr3	1338	LOC116949342	5059783	chrm36	5357
EA78442	22017983	chr3	1339	LOC116949468	2679095	chrm36	5336
EA75652	22550684	chr3	1340	LOC116949305	2539115	chrm36	5335
EA75208	22646207	chr3	1341	SEPHS1	2508280	chrm36	5334
EA73236	23700138	chr3	1342	FHIT	787130	chrm36	5317
EA77168	24164945	chr3	1343	LOC116949464	921622	chrm36	5318
EA73421	24268113	chr3	1344	CENPP	940336	chrm36	5319
EA74794	25120696	chr3	1347	BAP1	12252166	chrm36	5413
EA78209	25752006	chr3	1348	LOC116949422	11446400	chrm36	5401
EA77214	26479486	chr3	1351	WDR82	12388474	chrm36	5415
EA74327	26538581	chr3	1352	RNF123	1030509	chrm36	5320
EA76462	27232972	chr3	1358	LOC116949360	6195177	chrm36	5369
EA73681	27600660	chr3	1359	LOC116949417	10640578	chrm36	5398
EA76526	27791048	chr3	1360	ZC3HC1	2299026	chrm36	5331
EA72977	27884502	chr3	1361	APPL1	2855768	chrm36	5337
EA78972	28898182	chr3	1366	DMTF1	11850408	chrm36	5405
EA74338	29026988	chr3	1367	TEX264	6779320	chrm36	5373
EA73402	29585012	chr3	1368	LOC116949365	6598730	chrm36	5372
EA74189	29647772	chr3	1369	RRP9	6494694	chrm36	5371
EA74541	30993658	chr3	1373	LOC116949281	1668032	chrm36	5325
EA75231	31412704	chr3	1374	LOC116949280	1602769	chrm36	5324
EA76807	32042137	chr3	1376	HDAC6	1967536	chrm36	5330
EA78161	33140652	chr3	1379	WDR6	2330326	chrm36	5332
EA78643	35838790	chr3	1386	MANF	11832817	chrm36	5404
EA75458	35944183	chr3	1388	TADA3	1427921	chrm36	5322
EA72817	119855276	chr3	1706	SEC61A1	8266289	chrm36	5387
EA74397	126484778	chr3	1734	CCNQ	2865338	chrm36	5338
EA75486	100216185	chr3	1615	LOC116950268	10521081	chrm38	5689
EA75611	101459420	chr3	1626	TOP3B	7727845	chrm38	5646
EA74165	101628828	chr3	1627	LOC116950294	11770837	chrm38	5704
EA77177	101629747	chr3	1628	RFC5	11759878	chrm38	5703
EA76611	149448304	chr3	1830	LOC116950443	1116856	chrm39	5724
EA79147	56247914	chr3	1451	LOC116950666	1615130	chrm40	5822
EA73981	12062245	chr3	1304	EIF2D	6121261	chrm42	5954
EA74081	12063986	chr3	1305	LLPH	6121363	chrm42	5955
EA74582	12245172	chr3	1306	XPOT	10618124	chrm42	5971
EA72842	12495293	chr3	1309	MUSTN1	10940704	chrm42	5975
EA75605	12541860	chr3	1310	LOC116951139	1552873	chrm42	5922
EA76609	13593760	chr3	1316	IQUB	10886048	chrm42	5974
EA74450	15258136	chr3	1320	LOC116951132	5168521	chrm42	5947
EA76857	16387677	chr3	1322	LOC116951102	5647365	chrm42	5948
EA79506	16440619	chr3	1323	ACTR8	5734388	chrm42	5950
EA75884	19034744	chr3	1332	LOC116951234	9305917	chrm42	5964
EA74223	24343675	chr3	1345	LOC103091741	11104742	chrm42	5982
EA79540	26173632	chr3	1349	RAD54L2	1316908	chrm42	5921
EA74776	26189753	chr3	1350	LOC116951296	163516	chrm42	5917
EA76551	28590936	chr3	1364	LOC116951114	343929	chrm42	5919
EA77600	28868758	chr3	1365	LOC116951297	3072375	chrm42	5930
EA77590	29788987	chr3	1371	DCAF1	11022553	chrm42	5979
EA77907	31798219	chr3	1375	XPC	10945767	chrm42	5976
EA75088	32045618	chr3	1377	SLC2A13	10437420	chrm42	5968
EA76787	32841910	chr3	1378	LOC116951246	4089129	chrm42	5941
EA76145	33208129	chr3	1380	TBC1D22B	1830749	chrm42	5924
EA77965	35875158	chr3	1387	LOC116951304	3424165	chrm42	5938
EA75268	126294817	chr3	1733	GEMIN2	4350192	chrm42	5945
EA79588	52064168	chr3	1435	LOC116951018	3782953	chrm41	6023
EA78991	52438273	chr3	1436	LOC116950883	3584912	chrm41	6019
EA73964	52505735	chr3	1437	LOC116950968	3603858	chrm41	6020
EA75473	52719851	chr3	1439	AP1AR	8891034	chrm41	6065
EA72825	52786925	chr3	1440	NEUROG2	8960814	chrm41	6066
EA73661	52831447	chr3	1441	ALPK1	9041475	chrm41	6067
EA78030	53565687	chr3	1442	LOC116951028	9427132	chrm41	6068
EA76465	53757657	chr3	1443	ZSWIM8	9611613	chrm41	6069
EA74074	56658762	chr3	1452	CCAR1	517051	chrm41	5997
EA72806	56872464	chr3	1453	LOC116950954	574410	chrm41	5998
EA78084	56980279	chr3	1454	LOC116950939	8134432	chrm41	6062
EA75763	59136444	chr3	1456	LOC116950899	11695481	chrm41	6091
EA73595	59181600	chr3	1457	HELLS	7883629	chrm41	6061
EA78919	59378627	chr3	1458	LOC116950916	7791989	chrm41	6059
EA78594	60632297	chr3	1461	LOC116950996	7626182	chrm41	6057
EA73312	61362451	chr3	1463	LOC116950991	7539317	chrm41	6055
EA75328	61363695	chr3	1464	DNAJC9	7539516	chrm41	6056
EA74122	61667104	chr3	1465	LOC116950876	856035	chrm41	6002
EA77222	71301143	chr3	1505	LOC116951052	2572268	chrm41	6009
EA76202	71392527	chr3	1506	GAR1	4066080	chrm41	6026
EA75454	71575202	chr3	1507	PITX1	3198854	chrm41	6016
EA74663	72533893	chr3	1508	LOC116951002	2951819	chrm41	6013
EA79397	72838026	chr3	1509	CASP6	2996613	chrm41	6014
EA75440	72943880	chr3	1510	LOC116950914	3043652	chrm41	6015
EA72968	73439358	chr3	1511	LOC116951079	2614533	chrm41	6011
EA78700	73735751	chr3	1513	LOC116951007	6469019	chrm41	6041
EA73650	74428331	chr3	1514	LOC116951072	6622140	chrm41	6042
EA76027	74880699	chr3	1515	MELK	6759532	chrm41	6043
EA77800	75426448	chr3	1516	PDLIM5	6136890	chrm41	6040
EA72884	75591711	chr3	1517	LOC116951063	6008321	chrm41	6038
EA75419	75914741	chr3	1518	TNIP1	6128835	chrm41	6039
EA72950	76324084	chr3	1519	LOC116951086	5519977	chrm41	6036
EA77910	77675957	chr3	1520	SLC29A3	5097148	chrm41	6035
EA73581	79408613	chr3	1521	LOC116951025	4603342	chrm41	6034
EA77100	79638496	chr3	1522	LOC116950965	4476525	chrm41	6033
EA77220	80010007	chr3	1523	LOC116951016	8509546	chrm41	6063
EA73417	80153491	chr3	1524	TMA16	1090482	chrm41	6005
EA77301	80239141	chr3	1525	RACK1	9746104	chrm41	6071
EA75203	80644597	chr3	1527	CFI	4080706	chrm41	6027
EA74885	80827580	chr3	1528	LAMTOR3	3567173	chrm41	6018
EA78536	81162726	chr3	1529	LOC116950907	3497273	chrm41	6017
EA75975	81330273	chr3	1530	LOC116950893	3664152	chrm41	6021
EA77845	81403916	chr3	1531	CPE	3702307	chrm41	6022
EA78341	116523446	chr3	1691	MZB1	9953886	chrm41	6073
EA76076	116865427	chr3	1693	LOC116951006	10070297	chrm41	6074
EA75262	117857303	chr3	1696	LOC116950997	275915	chrm41	5995
EA76048	118289397	chr3	1697	LOC116951012	183346	chrm41	5994
EA74138	118418580	chr3	1698	LOC116951073	6894334	chrm41	6047
EA75924	118487509	chr3	1699	GRHPR	10319421	chrm41	6077
EA77319	118626348	chr3	1700	ATOH8	10426736	chrm41	6078
EA73761	119230229	chr3	1701	LOC116950982	11288147	chrm41	6085
EA78679	119446897	chr3	1702	RRP12	7238216	chrm41	6050
EA75677	119493469	chr3	1703	CCDC6	11123149	chrm41	6084
EA72944	130475273	chr3	1753	HADH	849000	chrm41	6001
EA77766	130842440	chr3	1754	LOC116950998	697764	chrm41	5999
EA76666	131135280	chr3	1756	PRDM5	1396479	chrm41	6006
EA75157	131304890	chr3	1757	RPL34	176765	chrm41	5993
EA76492	131504827	chr3	1758	LOC116951089	8886191	chrm41	6064
EA76597	131633253	chr3	1759	LOC116951048	7861267	chrm41	6060
EA73077	131653061	chr3	1760	LOC116951032	751246	chrm41	6000
EA74982	140403070	chr3	1792	TFAM	6872251	chrm41	6045
EA76147	140839639	chr3	1793	LOC116951075	6791148	chrm41	6044
EA75788	140927080	chr3	1794	CISD2	10267417	chrm41	6076
EA73658	141020474	chr3	1795	LOC116951021	317398	chrm41	5996
EA78691	141315757	chr3	1796	UGT8	6919034	chrm41	6048
EA79453	141712030	chr3	1797	LOC116951038	7203032	chrm41	6049
EA79161	142683348	chr3	1799	PAQR3	1074670	chrm41	6004
EA75427	142684758	chr3	1800	RUFY2	4111026	chrm41	6028
EA74085	142989054	chr3	1801	SLC25A16	4177954	chrm41	6029
EA75678	150727482	chr3	1835	MRPS24	7369067	chrm41	6054
EA72943	150915103	chr3	1836	SEC24C	7319975	chrm41	6053
EA74440	150915250	chr3	1837	LOC116951008	7304770	chrm41	6052
EA79401	151013301	chr3	1838	LOC116950892	7295404	chrm41	6051
EA77003	151094425	chr3	1839	LOC116950964	11084091	chrm41	6083
EA77917	151333995	chr3	1840	RBM22	10989809	chrm41	6082
EA79427	151368461	chr3	1841	LOC116950878	10985812	chrm41	6081
EA79244	151816181	chr3	1842	LOC116950995	10640743	chrm41	6080
EA77165	152382307	chr3	1843	LOC116950895	10534666	chrm41	6079
EA79490	152588557	chr3	1844	LOC116951042	11542815	chrm41	6087
EA72930	152836359	chr3	1845	METAP1	4207136	chrm41	6030
EA73721	152957084	chr3	1846	ADH5	4237935	chrm41	6031
EA77488	153055805	chr3	1847	TRMT10A	4286278	chrm41	6032
EA78073	153257458	chr3	1849	STAR	9774817	chrm41	6072
EA78521	159317369	chr3	1854	CHCHD1	9710150	chrm41	6070
EA78767	186148324	chr3	1932	LOC116950935	2029722	chrm41	6008
EA79111	186670003	chr3	1933	LOC116950889	3917826	chrm41	6025
EA79262	187877853	chr3	1941	LOC116950938	1736913	chrm41	6007
EA77564	188072246	chr3	1942	MANBA	6889972	chrm41	6046
EA73845	44854079	chr3	1404	LOC116951698	5750857	chrm43	6194
EA73668	123363497	chr3	1721	ZCRB1	5321636	chrm43	6181
EA77022	6900617	chr3	1288	LRRCC1	7542656	chrm45	6308
EA79020	60071845	chr3	1460	LOC116952118	6554180	chrm45	6304
EA78108	116629466	chr3	1692	MBLAC1	11247830	chrm45	6347
EA75066	11540107	chr3	1301	PLXNA1	6676605	chrm46	6408
EA74625	11943211	chr3	1302	NOL9	6636138	chrm46	6406
EA74810	13090072	chr3	1312	LOC116952320	6719336	chrm46	6409
EA76407	13312652	chr3	1313	LOC116952370	5755023	chrm46	6392
EA75063	35579152	chr3	1385	LOC116952364	7573836	chrm46	6432
EA74293	101050250	chr3	1622	LOC116952408	1432482	chrm46	6356
EA76635	106640468	chr3	1650	LOC116952366	8536743	chrm46	6445
EA76031	106649223	chr3	1651	ASZ1	8253851	chrm46	6438
EA74492	107282569	chr3	1652	ST7	7953649	chrm46	6437
EA73525	107372798	chr3	1653	LSM8	7952067	chrm46	6436
EA74501	107777821	chr3	1654	SPDL1	1515367	chrm46	6357
EA79091	108396245	chr3	1655	BEND7	4306437	chrm46	6368
EA73894	108616735	chr3	1657	RPS23	1999488	chrm46	6359
EA79032	108819886	chr3	1658	LOC116952362	7925435	chrm46	6435
EA74556	109532783	chr3	1659	LOC116952266	1419283	chrm46	6355
EA75629	109777944	chr3	1660	LOC116952226	2103031	chrm46	6360
EA79535	110038877	chr3	1661	ZNF800	11091329	chrm46	6452
EA76558	111422507	chr3	1669	UXT	2235634	chrm46	6361
EA73639	111447633	chr3	1670	FANCD2	2244888	chrm46	6362
EA74049	111966889	chr3	1671	LOC116952304	2321836	chrm46	6363
EA74630	112261424	chr3	1672	SUCLG2	2483117	chrm46	6364
EA76603	113051595	chr3	1673	LOC116952215	2851436	chrm46	6365
EA74174	113274707	chr3	1674	LOC116952288	3112312	chrm46	6366
EA73433	113566136	chr3	1675	LOC116952379	3630200	chrm46	6367
EA75555	114311730	chr3	1676	INKA1	9284100	chrm46	6448
EA73074	114430069	chr3	1677	NDUFB11	8571837	chrm46	6446
EA73866	114630743	chr3	1678	CAMKV	8679229	chrm46	6447
EA75411	119520193	chr3	1704	BYSL	6749987	chrm46	6410
EA76938	119807677	chr3	1705	LOC116952277	92011	chrm46	6348
EA77809	120121247	chr3	1707	LOC116952239	144100	chrm46	6349
EA76094	120236763	chr3	1708	ATP5F1C	4581227	chrm46	6372
EA77174	120603139	chr3	1709	LOC116952388	1137496	chrm46	6353
EA77375	120778060	chr3	1710	LOC116952369	957063	chrm46	6351
EA75365	120857408	chr3	1711	LOC116952405	985173	chrm46	6352
EA77487	121092906	chr3	1712	QPCT	8320423	chrm46	6442
EA79420	121642177	chr3	1713	POGLUT1	7566745	chrm46	6431
EA73591	122104725	chr3	1714	UROC1	6777617	chrm46	6411
EA77347	122505222	chr3	1717	HSP90B1	5606817	chrm46	6387
EA73505	122602097	chr3	1718	C46H12orf73	5624738	chrm46	6388
EA75963	122604812	chr3	1719	SMIM4	5626824	chrm46	6389
EA74971	122616210	chr3	1720	PBRM1	5629670	chrm46	6390
EA73187	123478772	chr3	1722	MKRN1	5579874	chrm46	6386
EA78367	123989888	chr3	1726	LOC116952254	5938332	chrm46	6395
EA73146	124350940	chr3	1727	HUWE1	5869209	chrm46	6394
EA75333	124849715	chr3	1728	LOC116952365	5031949	chrm46	6377
EA76126	124962932	chr3	1729	LOC116952401	4889309	chrm46	6375
EA76896	125460062	chr3	1730	LOC116952360	4998386	chrm46	6376
EA78837	127541024	chr3	1739	RPL32	4410468	chrm46	6369
EA75646	127680825	chr3	1740	SPCS1	6514704	chrm46	6404
EA72843	127785023	chr3	1741	SLC35A2	7195997	chrm46	6426
EA74718	127948923	chr3	1743	EBP	5301818	chrm46	6379
EA78726	128050614	chr3	1744	LOC116952382	5442682	chrm46	6383
EA74622	128132233	chr3	1745	LOC116952385	5424120	chrm46	6382
EA73209	128160031	chr3	1746	LOC116952248	1252345	chrm46	6354
EA76883	128372819	chr3	1747	LOC116952301	566588	chrm46	6350
EA77862	128383078	chr3	1748	HMCES	5551172	chrm46	6384
EA78705	128749307	chr3	1749	RBM17	5665225	chrm46	6391
EA76464	129165729	chr3	1750	TAZ	6932663	chrm46	6419
EA79247	129269670	chr3	1751	RBSN	6931868	chrm46	6418
EA75064	130281229	chr3	1752	LOC116952235	7694353	chrm46	6433
EA77412	142288762	chr3	1798	LOC116952257	7117060	chrm46	6424
EA73299	163223264	chr3	1865	DAG1	8333039	chrm46	6443
EA78378	163361710	chr3	1866	GRIPAP1	8254964	chrm46	6439
EA74747	182047600	chr3	1923	LOC116952292	8431587	chrm46	6444
EA77095	183170465	chr3	1924	IFT122	4434617	chrm46	6370
EA75139	183998799	chr3	1926	MOV10	10841225	chrm46	6449
EA73057	184847099	chr3	1927	MST1R	10911893	chrm46	6450
EA79462	185098482	chr3	1928	RHO	4478807	chrm46	6371
EA76641	185148219	chr3	1929	IARS1	6213968	chrm46	6397
EA74965	185954710	chr3	1931	LOC116952216	10913676	chrm46	6451
EA77466	188417054	chr3	1943	LOC116952269	5110764	chrm46	6378
EA74272	188572036	chr3	1944	LOC116952322	6223251	chrm46	6398
EA78297	188623999	chr3	1946	SLC25A3	5551272	chrm46	6385
EA74519	188732178	chr3	1947	LOC116952346	7458417	chrm46	6430
EA75320	189054260	chr3	1949	LOC116952218	5756685	chrm46	6393
EA74481	189055020	chr3	1950	PDE12	6282156	chrm46	6399
EA74770	189164092	chr3	1951	ARF4	6310588	chrm46	6401
EA74605	189299884	chr3	1952	LOC116952343	6308286	chrm46	6400
EA74636	189415985	chr3	1953	LOC116952341	7107337	chrm46	6423
EA79405	189488254	chr3	1954	LOC116952314	7087510	chrm46	6422
EA77778	189772773	chr3	1955	ATP6V1F	7045044	chrm46	6421
EA74114	190023723	chr3	1956	LOC116952349	6966221	chrm46	6420
EA74909	190100289	chr3	1957	LOC116952378	5372115	chrm46	6380
EA76819	190280041	chr3	1958	IDH3G	5420799	chrm46	6381
EA79378	190511839	chr3	1959	NRF1	7273789	chrm46	6427
EA76540	190646698	chr3	1960	LOC116952258	7326196	chrm46	6428
EA73843	190732706	chr3	1961	LOC116952342	7380674	chrm46	6429
EA74559	190828315	chr3	1962	PSMD6	6015756	chrm46	6396
EA75737	190844504	chr3	1963	MRPS25	6910511	chrm46	6417
EA77702	190932749	chr3	1964	TRMU	7166304	chrm46	6425
EA78908	190979666	chr3	1965	RAB7A	6475073	chrm46	6403
EA75702	190998596	chr3	1966	TXNRD3	6517708	chrm46	6405
EA75072	191154873	chr3	1967	LOC116952303	4773319	chrm46	6374
EA77756	192128986	chr3	1970	LOC116952327	6828757	chrm46	6414
EA76673	192270553	chr3	1971	KLHDC10	6804472	chrm46	6413
EA77622	192281808	chr3	1972	LOC116952335	6800070	chrm46	6412
EA75398	192587364	chr3	1973	LOC116952338	6383485	chrm46	6402
EA72871	192740001	chr3	1974	ARIH2	6864035	chrm46	6415
EA77922	54660440	chr3	1446	ABHD13	7917259	chrm47	6625
EA76101	64546804	chr3	1477	LOC116952621	2638095	chrm47	6579
EA76651	82372559	chr3	1532	LOC116952822	1509284	chrm48	6764
EA77705	82639086	chr3	1534	LOC116952749	3173567	chrm48	6782
EA76016	82871568	chr3	1535	LOC116952759	3440864	chrm48	6785
EA79003	83026830	chr3	1536	VEZT	3309728	chrm48	6784
EA76403	83098835	chr3	1537	METAP2	3230387	chrm48	6783
EA76730	83351927	chr3	1538	DSTYK	3775835	chrm48	6786
EA76519	83864031	chr3	1540	LOC116952824	6388251	chrm48	6797
EA77353	84639530	chr3	1543	LOC116952711	1501169	chrm48	6763
EA78509	85085458	chr3	1544	LOC116952697	1463871	chrm48	6762
EA74214	86661416	chr3	1545	LOC116952663	8295945	chrm48	6802
EA77232	86736225	chr3	1546	LOC116952735	1920844	chrm48	6769
EA76515	87081268	chr3	1547	LOC116952770	9922544	chrm48	6820
EA79308	87206159	chr3	1548	NDUFAF3	9170719	chrm48	6814
EA76645	87298628	chr3	1549	FLNA	9336144	chrm48	6817
EA79184	87543925	chr3	1550	LOC116952691	9238019	chrm48	6816
EA73138	88188854	chr3	1554	LOC116952771	8341772	chrm48	6804
EA73933	88318034	chr3	1555	LOC116952661	8377476	chrm48	6805
EA76897	88562960	chr3	1556	ATXN10	8404199	chrm48	6806
EA76618	89489929	chr3	1557	LOC116952728	8775427	chrm48	6807
EA77478	89597621	chr3	1558	NINJ1	8776124	chrm48	6808
EA75929	89656506	chr3	1559	LRGUK	8831070	chrm48	6809
EA75767	89738641	chr3	1560	SLC35B4	8866803	chrm48	6810
EA76327	90213630	chr3	1561	LOC116952760	9078895	chrm48	6811
EA76963	90398889	chr3	1562	MEST	9136897	chrm48	6812
EA73979	90399451	chr3	1563	CEP41	9139312	chrm48	6813
EA76684	90907380	chr3	1566	LOC116952685	6286978	chrm48	6796
EA77297	90982070	chr3	1567	LOC116952667	8208262	chrm48	6800
EA78227	91098115	chr3	1568	LOC116952805	4114922	chrm48	6788
EA73794	91227305	chr3	1569	FBXO7	5862403	chrm48	6794
EA76655	91263355	chr3	1570	CCDC22	2724852	chrm48	6778
EA78013	91351298	chr3	1571	LOC116952686	2769588	chrm48	6779
EA73463	91437360	chr3	1572	IPO9	2880760	chrm48	6780
EA74357	91942028	chr3	1573	CCDC174	10120609	chrm48	6822
EA75908	92081511	chr3	1574	LOC116952743	4175420	chrm48	6789
EA77856	92788015	chr3	1575	LOC116952798	4499480	chrm48	6790
EA78196	93023810	chr3	1576	WASHC1	5220615	chrm48	6791
EA77696	93261768	chr3	1577	LOC116952799	5242538	chrm48	6792
EA79165	93582741	chr3	1578	LOC116952707	5772762	chrm48	6793
EA78223	94054901	chr3	1579	LOC116952813	11004857	chrm48	6826
