s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
EA42257	29738379	chr2	597	ENSGALG00000007753	23706734	6	4123
EA44304	29884594	chr2	598	ENSGALG00000008096	24136935	6	4134
EA43192	30081850	chr2	599	ENSGALG00000007697	23634964	6	4121
EA40416	30350773	chr2	600	ENSGALG00000008121	24343997	6	4138
EA41110	30443454	chr2	601	ENSGALG00000008124	24344498	6	4139
EA40561	30525593	chr2	602	ENSGALG00000031158	32985638	6	4208
EA44077	37425536	chr2	640	ENSGALG00000009455	31321417	6	4196
EA39813	37535954	chr2	641	ENSGALG00000009433	31229091	6	4193
EA43745	37579374	chr2	642	ENSGALG00000009427	31215975	6	4192
EA41224	37849744	chr2	644	ENSGALG00000041456	21244771	6	4076
EA40230	38185186	chr2	645	ENSGALG00000008523	26664552	6	4154
EA43567	38491074	chr2	646	ENSGALG00000004156	11508508	6	4002
EA43697	38501573	chr2	647	ENSGALG00000004197	11536757	6	4004
EA44991	38607006	chr2	648	ENSGALG00000006629	21325447	6	4079
EA46431	39678572	chr2	650	ENSGALG00000030597	21704004	6	4084
EA40378	40214826	chr2	652	ENSGALG00000007609	23326294	6	4116
EA45604	41899749	chr2	656	ENSGALG00000007666	23613016	6	4120
EA40322	43330123	chr2	658	ENSGALG00000008700	27094511	6	4158
EA45573	61973491	chr2	738	ENSGALG00000026019	12181166	6	4015
EA45526	63896931	chr2	745	ENSGALG00000010471	35730057	6	4222
EA40311	65522066	chr2	748	ENSGALG00000010461	35230061	6	4220
EA43788	90854979	chr2	817	ENSGALG00000006626	21343739	6	4080
EA45514	91199753	chr2	818	ENSGALG00000031720	21291555	6	4077
EA41698	91349177	chr2	819	ENSGALG00000007515	23251547	6	4105
EA41679	91696813	chr2	820	ENSGALG00000007531	23260563	6	4106
EA41232	92173459	chr2	823	ENSGALG00000034548	32213029	6	4201
EA44574	92435196	chr2	826	ENSGALG00000009231	29804112	6	4176
EA44549	92950039	chr2	827	ENSGALG00000010493	36003361	6	4226
EA41735	94614082	chr2	831	ENSGALG00000035013	31607829	6	4197
EA43698	95587403	chr2	835	ENSGALG00000032373	32138743	6	4200
EA45944	95810525	chr2	836	ENSGALG00000009502	32042255	6	4198
EA42470	121363396	chr2	875	ENSGALG00000003013	9166926	6	3981
EA41895	121432549	chr2	876	ENSGALG00000006973	22144236	6	4089
EA46536	122227457	chr2	879	ENSGALG00000032234	21806151	6	4086
EA44150	123078452	chr2	881	ENSGALG00000005326	17058803	6	4041
EA42948	125622687	chr2	886	ENSGALG00000009693	32724206	6	4206
EA44893	160304799	chr2	947	ENSGALG00000030008	21671233	6	4083
EA42972	161953704	chr2	949	ENSGALG00000008417	25241876	6	4152
EA46269	162339715	chr2	950	ENSGALG00000032289	32455794	6	4204
EA41013	162368116	chr2	951	ENSGALG00000032206	23264618	6	4107
EA39831	37424454	chr2	639	ENSGALG00000010091	20717727	8	4394
EA43497	61091178	chr2	732	ENSGALG00000040730	5512945	8	4271
EA45090	93969972	chr2	829	ENSGALG00000006205	15547181	8	4357
EA45611	95154289	chr2	833	ENSGALG00000004163	6516321	8	4291
EA42618	113246712	chr2	862	ENSGALG00000005683	13997575	8	4340
EA41699	145831648	chr2	925	ENSGALG00000006170	15478321	8	4355
EA45662	145882471	chr2	926	ENSGALG00000006188	15524412	8	4356
EA44719	159283954	chr2	945	ENSGALG00000003880	6189806	8	4285
EA44139	168652212	chr2	985	ENSGALG00000027608	4905987	8	4263
EA43588	169751900	chr2	990	ENSGALG00000001972	1643276	8	4233
EA40653	170806519	chr2	993	ENSGALG00000020927	8010056	8	4305
EA39944	172152667	chr2	997	ENSGALG00000006038	14742785	8	4351
EA42164	172677526	chr2	999	ENSGALG00000029238	6455597	8	4289
EA42265	173223241	chr2	1001	ENSGALG00000005953	14600186	8	4349
EA41727	173656740	chr2	1003	ENSGALG00000006051	14912309	8	4352
EA43756	174522968	chr2	1006	ENSGALG00000005922	14455256	8	4346
EA43460	176307130	chr2	1010	ENSGALG00000031430	5495629	8	4270
EA43494	204964457	chr2	1029	ENSGALG00000008939	19243035	8	4376
EA41121	205707292	chr2	1030	ENSGALG00000004667	7948737	8	4303
EA43615	113764887	chr2	864	ENSGALG00000036327	1255560	9	4500
EA45677	138425265	chr2	912	ENSGALG00000006395	4871957	9	4529
EA46609	138445080	chr2	913	ENSGALG00000006392	4879910	9	4530
EA42028	31543825	chr2	609	ENSGALG00000029296	2858068	10	4725
EA39971	180680890	chr2	1017	ENSGALG00000045045	20485986	10	4892
EA41187	46434667	chr2	667	ENSGALG00000003273	2493275	11	5154
EA42563	144548493	chr2	923	ENSGALG00000004704	9912503	11	5203
EA40061	3171882	chr2	547	ENSGALG00000006371	16380816	13	5404
EA45431	3791569	chr2	550	ENSGALG00000021303	14037944	13	5389
EA40204	5051203	chr2	551	ENSGALG00000007669	18949947	13	5425
EA43312	16345803	chr2	566	ENSGALG00000002886	9924100	13	5343
EA42054	19531323	chr2	576	ENSGALG00000002868	9856064	13	5340
EA39835	22157858	chr2	580	ENSGALG00000001416	8730589	13	5331
EA45490	25697547	chr2	584	ENSGALG00000002447	3448619	13	5319
EA43622	26924354	chr2	589	ENSGALG00000002846	9751876	13	5337
EA44380	27210750	chr2	590	ENSGALG00000002863	9797414	13	5339
EA45868	27247337	chr2	591	ENSGALG00000040360	9772644	13	5338
EA40665	29294552	chr2	595	ENSGALG00000033591	4225180	13	5323
EA42615	29382220	chr2	596	ENSGALG00000002197	4032068	13	5322
EA45621	37401659	chr2	638	ENSGALG00000038582	13714011	13	5380
EA41193	39820829	chr2	651	ENSGALG00000037646	10782892	13	5347
EA43243	64132391	chr2	746	ENSGALG00000007528	18567869	13	5422
EA41557	64895630	chr2	747	ENSGALG00000003702	11940303	13	5367
EA40179	91959271	chr2	822	ENSGALG00000039698	10745744	13	5346
EA44823	150343598	chr2	930	ENSGALG00000028302	17774733	13	5413
EA44622	162600993	chr2	952	ENSGALG00000001144	10999944	13	5355
EA39869	66115856	chr2	750	ENSGALG00000001792	14736601	14	5655
EA46072	67083786	chr2	753	ENSGALG00000041432	13543812	14	5627
EA45363	67084521	chr2	754	ENSGALG00000002273	15263056	14	5661
EA45903	67277097	chr2	755	ENSGALG00000003026	1142253	14	5434
EA42449	68845913	chr2	759	ENSGALG00000005767	6815257	14	5539
EA40474	69025640	chr2	760	ENSGALG00000006117	7321981	14	5553
EA41078	70692654	chr2	761	ENSGALG00000004245	3479886	14	5468
EA45398	70874156	chr2	762	ENSGALG00000004255	3508179	14	5469
EA45378	70897481	chr2	763	ENSGALG00000004203	3027172	14	5465
EA40828	72793506	chr2	764	ENSGALG00000004209	3139895	14	5466
EA45797	73206325	chr2	766	ENSGALG00000005398	6448948	14	5525
EA43452	73324363	chr2	767	ENSGALG00000033603	10519988	14	5592
EA45005	74078212	chr2	769	ENSGALG00000003091	1231716	14	5435
EA44239	74976443	chr2	770	ENSGALG00000034325	11527885	14	5593
EA42766	80931653	chr2	776	ENSGALG00000003684	2536744	14	5453
EA41685	81156210	chr2	778	ENSGALG00000003675	2524536	14	5452
EA40220	81515948	chr2	779	ENSGALG00000003642	2416757	14	5451
EA40780	81619990	chr2	780	ENSGALG00000005579	6565541	14	5532
EA43481	81685447	chr2	781	ENSGALG00000005558	6543050	14	5531
EA42954	82146652	chr2	784	ENSGALG00000030534	8852860	14	5570
EA39896	83479972	chr2	787	ENSGALG00000031306	1509769	14	5445
EA43468	83570693	chr2	788	ENSGALG00000041914	1513299	14	5446
EA42922	84275430	chr2	791	ENSGALG00000003562	1586868	14	5448
EA42143	84462608	chr2	792	ENSGALG00000007326	10461151	14	5590
EA44491	84592680	chr2	794	ENSGALG00000017681	12384860	14	5597
EA45972	84598938	chr2	795	ENSGALG00000026559	12384778	14	5596
EA40348	84694481	chr2	796	ENSGALG00000038515	3626462	14	5472
EA42108	85151507	chr2	797	ENSGALG00000004189	2999627	14	5464
EA40549	86188755	chr2	799	ENSGALG00000039611	2996758	14	5463
EA46439	86991635	chr2	804	ENSGALG00000040793	9192164	14	5580
EA44738	87462798	chr2	806	ENSGALG00000004070	2938908	14	5461
EA40438	88685365	chr2	810	ENSGALG00000006043	7172488	14	5548
EA40627	89216171	chr2	812	ENSGALG00000038087	7139994	14	5547
EA43511	89558114	chr2	813	ENSGALG00000003400	1382292	14	5442
EA41364	140344042	chr2	916	ENSGALG00000004055	2775732	14	5458
EA46294	140373040	chr2	917	ENSGALG00000004058	2703951	14	5457
EA42027	140505549	chr2	918	ENSGALG00000004693	4748750	14	5486
EA41300	166093303	chr2	968	ENSGALG00000007216	9506851	14	5585
EA46146	166241040	chr2	969	ENSGALG00000007241	9522273	14	5586
EA44024	167046399	chr2	970	ENSGALG00000007278	9652801	14	5587
EA40193	167121819	chr2	971	ENSGALG00000004842	5153918	14	5500
EA40920	167710083	chr2	976	ENSGALG00000005028	5493655	14	5511
EA46430	167923808	chr2	977	ENSGALG00000004916	5371506	14	5504
EA42292	178476419	chr2	1013	ENSGALG00000005646	6666642	14	5536
EA44302	180475996	chr2	1015	ENSGALG00000004460	4353686	14	5477
EA42195	180647328	chr2	1016	ENSGALG00000006156	7336990	14	5555
EA40707	32490132	chr2	613	ENSGALG00000005700	8431478	20	5727
EA43415	32526805	chr2	614	ENSGALG00000035378	9536619	20	5736
EA40810	33486442	chr2	621	ENSGALG00000005200	7823883	20	5721
EA44045	33851116	chr2	623	ENSGALG00000005338	7938510	20	5722
EA43285	98433969	chr2	839	ENSGALG00000004542	5816496	20	5711
EA44642	111033582	chr2	858	ENSGALG00000006062	9569512	20	5738
EA41305	138603776	chr2	915	ENSGALG00000006568	10113123	20	5756
EA40516	152051146	chr2	934	ENSGALG00000003042	2166027	20	5691
EA41813	168346194	chr2	983	ENSGALG00000000259	9873205	20	5745
EA43224	30786553	chr2	605	ENSGALG00000036417	9559530	15	5966
EA42139	35785770	chr2	625	ENSGALG00000007308	9769630	15	5976
EA41419	35887136	chr2	626	ENSGALG00000007276	9724719	15	5975
EA44934	36828245	chr2	634	ENSGALG00000002899	4784057	15	5838
EA40949	37112677	chr2	636	ENSGALG00000027369	10376611	15	5987
EA42161	44099963	chr2	660	ENSGALG00000032287	5641499	15	5865
EA44075	44425602	chr2	662	ENSGALG00000004849	6768113	15	5899
EA40484	45436056	chr2	664	ENSGALG00000002158	1761553	15	5828
EA41420	51222406	chr2	693	ENSGALG00000039472	6816972	15	5902
EA42811	118431552	chr2	866	ENSGALG00000008040	11192648	15	5996
EA46518	118679411	chr2	870	ENSGALG00000029223	11393539	15	6002
EA39881	126168816	chr2	888	ENSGALG00000004858	6798405	15	5900
EA45186	51172870	chr2	692	ENSGALG00000001348	2262968	18	6031
EA42277	61332021	chr2	734	ENSGALG00000021362	9131977	18	6122
EA40583	61417154	chr2	735	ENSGALG00000041025	4495738	18	6054
EA44473	65900432	chr2	749	ENSGALG00000026940	9102099	18	6119
EA41644	66756184	chr2	751	ENSGALG00000023626	2045331	18	6029
EA41378	73550850	chr2	768	ENSGALG00000003454	6731428	18	6095
EA42794	76725631	chr2	771	ENSGALG00000004495	9109547	18	6120
EA44667	81807454	chr2	782	ENSGALG00000039172	5044674	18	6075
EA42985	81825921	chr2	783	ENSGALG00000002900	5048915	18	6076
EA41639	82318820	chr2	785	ENSGALG00000008443	9938281	18	6156
EA41842	83208857	chr2	786	ENSGALG00000006901	9275748	18	6131
EA42993	83704672	chr2	789	ENSGALG00000042538	9330926	18	6132
EA44713	83940169	chr2	790	ENSGALG00000034210	9461097	18	6134
EA44817	84562078	chr2	793	ENSGALG00000004162	7804327	18	6111
EA45392	85623164	chr2	798	ENSGALG00000035911	9601367	18	6141
EA40988	87786580	chr2	808	ENSGALG00000002728	4876014	18	6068
EA44276	88964588	chr2	811	ENSGALG00000027771	7230394	18	6106
EA43015	89735828	chr2	814	ENSGALG00000003584	6984489	18	6101
EA45931	90630962	chr2	815	ENSGALG00000001163	1701768	18	6025
EA43629	156626624	chr2	943	ENSGALG00000007093	9776819	18	6145
EA45093	168188115	chr2	982	ENSGALG00000004583	9145623	18	6126
EA45499	179861352	chr2	1014	ENSGALG00000028354	3106644	18	6035
EA41575	60981620	chr2	730	ENSGALG00000031016	6935884	17	6278
EA43869	60982775	chr2	731	ENSGALG00000008865	1811461	17	6205
EA41672	61905008	chr2	737	ENSGALG00000038003	913857	17	6193
EA45356	117593138	chr2	865	ENSGALG00000038413	7158407	17	6285
EA44794	144170083	chr2	922	ENSGALG00000008623	2166267	17	6216
EA45315	144763469	chr2	924	ENSGALG00000004659	5633169	17	6247
EA46400	145963737	chr2	927	ENSGALG00000004604	5665722	17	6250
EA43624	146433739	chr2	928	ENSGALG00000004701	5579041	17	6246
EA40706	146716186	chr2	929	ENSGALG00000004719	5511445	17	6244
EA43971	158956973	chr2	944	ENSGALG00000042564	8453384	17	6310
EA43208	159435406	chr2	946	ENSGALG00000039791	5775798	17	6255
EA45838	167251676	chr2	974	ENSGALG00000008844	1870295	17	6207
EA45560	168774184	chr2	986	ENSGALG00000041505	6484729	17	6272
EA39865	168957643	chr2	987	ENSGALG00000018700	6447597	17	6271
EA43370	169232666	chr2	988	ENSGALG00000045310	1402525	17	6203
EA44624	169515855	chr2	989	ENSGALG00000008898	1396917	17	6202
EA42062	170629813	chr2	991	ENSGALG00000003204	7165164	17	6287
EA43896	170767185	chr2	992	ENSGALG00000003197	7165126	17	6286
EA42575	170906851	chr2	994	ENSGALG00000001025	9863063	17	6336
EA46670	171017489	chr2	995	ENSGALG00000008857	1844590	17	6206
EA41718	171037575	chr2	996	ENSGALG00000003661	6816609	17	6276
EA44985	172304392	chr2	998	ENSGALG00000002659	7495902	17	6297
EA46557	172732379	chr2	1000	ENSGALG00000040987	9005858	17	6320
EA41662	173398181	chr2	1002	ENSGALG00000003712	6617270	17	6274
EA41857	174418754	chr2	1004	ENSGALG00000001692	8478458	17	6311
EA45103	174437700	chr2	1005	ENSGALG00000002437	8031500	17	6301
EA39966	174790960	chr2	1007	ENSGALG00000026303	8018444	17	6300
EA43445	175253743	chr2	1008	ENSGALG00000004927	5360831	17	6238
EA40639	177779559	chr2	1012	ENSGALG00000004852	5447145	17	6240
EA41437	184029330	chr2	1025	ENSGALG00000008625	2152581	17	6215
EA43746	203814025	chr2	1028	ENSGALG00000001000	9894996	17	6339
EA40995	31084715	chr2	608	ENSGALG00000005103	7353283	19	6478
EA42992	35892310	chr2	627	ENSGALG00000031918	4622126	19	6396
EA44365	35956307	chr2	628	ENSGALG00000005489	8785894	19	6498
EA42428	36051252	chr2	629	ENSGALG00000005279	7631790	19	6485
EA39830	36051755	chr2	630	ENSGALG00000001056	853634	19	6361
EA45800	36422675	chr2	632	ENSGALG00000001837	4287037	19	6384
EA43985	36913092	chr2	635	ENSGALG00000002709	5403539	19	6414
EA46523	44308681	chr2	661	ENSGALG00000005668	9244013	19	6506
EA45142	51263942	chr2	694	ENSGALG00000003082	5643568	19	6424
EA40183	58533568	chr2	716	ENSGALG00000004416	6605812	19	6454
EA42067	59905671	chr2	724	ENSGALG00000031368	6058016	19	6441
EA43246	118459436	chr2	867	ENSGALG00000021636	4027299	19	6381
EA44153	118568727	chr2	868	ENSGALG00000000944	710407	19	6359
EA41260	30657039	chr2	603	ENSGALG00000033034	4227198	21	6773
EA45369	30719759	chr2	604	ENSGALG00000003086	4138661	21	6770
EA41266	30915206	chr2	607	ENSGALG00000003358	4200627	21	6772
EA43022	205996619	chr2	1031	ENSGALG00000002797	3724855	21	6763
EA43153	32627087	chr2	615	ENSGALG00000006899	4426923	24	6874
EA46419	78945143	chr2	774	ENSGALG00000030759	428136	24	6849
EA42439	121686736	chr2	877	ENSGALG00000046347	428965	24	6850
EA43676	122742144	chr2	880	ENSGALG00000045705	65507	24	6834
EA43847	123356391	chr2	882	ENSGALG00000001143	974253	24	6852
EA42844	123383013	chr2	883	ENSGALG00000001161	1016856	24	6853
EA41008	123723087	chr2	884	ENSGALG00000001491	2574831	24	6859
EA44678	167366194	chr2	975	ENSGALG00000031143	450928	24	6851
EA46613	182217363	chr2	1024	ENSGALG00000029536	151086	24	6837
EA40245	32747659	chr2	616	ENSGALG00000003337	5304088	23	6980
EA44212	32784609	chr2	617	ENSGALG00000037052	5303935	23	6979
EA46631	37219091	chr2	637	ENSGALG00000000955	2028431	23	6933
EA46673	47667218	chr2	674	ENSGALG00000044433	4168860	23	6966
EA46237	47842642	chr2	675	ENSGALG00000001283	2696177	23	6948
EA45419	48283174	chr2	676	ENSGALG00000043372	2591780	23	6946
EA42113	50821575	chr2	691	ENSGALG00000039883	140954	23	6909
EA45763	52682736	chr2	701	ENSGALG00000000814	1662540	23	6925
EA40134	54594794	chr2	706	ENSGALG00000000881	1919682	23	6930
EA43261	57601004	chr2	712	ENSGALG00000027909	1914406	23	6929
EA44544	155371525	chr2	938	ENSGALG00000003405	5348814	23	6983
EA46612	156408485	chr2	941	ENSGALG00000038488	2404208	23	6938
EA41797	156532911	chr2	942	ENSGALG00000013409	2220745	23	6935
EA46602	165444433	chr2	960	ENSGALG00000032199	2218299	23	6934
EA46164	165869948	chr2	965	ENSGALG00000001973	3883488	23	6961
EA41076	167955347	chr2	978	ENSGALG00000002304	4294399	23	6970
EA45535	168030329	chr2	979	ENSGALG00000002408	4458518	23	6975
EA43850	181910316	chr2	1022	ENSGALG00000000734	1573848	23	6921
EA44645	182026050	chr2	1023	ENSGALG00000032763	2905063	23	6951
EA45742	99190070	chr2	844	ENSGALG00000000223	934781	26	7020
EA41647	99777572	chr2	846	ENSGALG00000000541	481427	26	7011
EA44331	132192117	chr2	897	ENSGALG00000036942	1493771	26	7038
EA41375	132253448	chr2	898	ENSGALG00000000442	1471568	26	7037
EA46108	132833064	chr2	902	ENSGALG00000041792	4311806	26	7076
EA43394	858959	chr2	538	ENSGALG00000032270	3971807	22	7132
EA44275	3258423	chr2	548	ENSGALG00000029898	5252898	22	7143
EA39953	17044374	chr2	569	ENSGALG00000000390	1337731	22	7105
EA41407	19195484	chr2	573	ENSGALG00000033356	5348434	22	7145
EA42823	31822793	chr2	610	ENSGALG00000000275	962633	22	7102
EA43700	37612190	chr2	643	ENSGALG00000013881	4124786	22	7136
EA39997	40696363	chr2	653	ENSGALG00000035817	3667638	22	7127
EA44471	92343696	chr2	824	ENSGALG00000003124	2530973	22	7116
EA45781	118589795	chr2	869	ENSGALG00000003233	2571211	22	7118
EA42962	121228771	chr2	874	ENSGALG00000039206	3793564	22	7130
EA43910	162755906	chr2	953	ENSGALG00000003356	2733379	22	7123
EA42775	77255631	chr2	773	ENSGALG00000029528	2487749	25	7292
EA45700	143888190	chr2	921	ENSGALG00000026796	3344701	25	7311
EA42905	142213641	chr2	920	ENSGALG00000039964	2333311	16	7334
EA41414	191148070	chr2	1026	ENSGALG00000034475	1010525	30	7357
EA42527	202989632	chr2	1027	ENSGALG00000040553	464383	30	7351
EA78180	1680876	chr3	1037	ENSGALG00000037839	197438520	1	949
EA75152	4042121	chr3	1051	ENSGALG00000017048	173700689	1	823
EA73978	4042323	chr3	1052	ENSGALG00000017049	173700750	1	824
EA73262	5999905	chr3	1058	ENSGALG00000017076	176314671	1	831
EA78657	7111514	chr3	1062	ENSGALG00000017316	196116613	1	928
EA79220	11964722	chr3	1073	ENSGALG00000014555	77991894	1	464
EA74582	12245172	chr3	1075	ENSGALG00000009835	33726766	1	164
EA75605	12541860	chr3	1079	ENSGALG00000034970	4290775	1	30
EA74810	13090072	chr3	1082	ENSGALG00000011421	45722994	1	233
EA75704	13471003	chr3	1086	ENSGALG00000015246	85248944	1	522
EA76609	13593760	chr3	1087	ENSGALG00000008823	22456439	1	117
EA74450	15258136	chr3	1090	ENSGALG00000039403	21072335	1	111
EA77239	16572606	chr3	1093	ENSGALG00000026214	61004966	1	375
EA78442	22017983	chr3	1105	ENSGALG00000008941	22977639	1	120
EA75208	22646207	chr3	1106	ENSGALG00000014575	7311282	1	45
EA76462	27232972	chr3	1120	ENSGALG00000014232	70399297	1	425
EA73681	27600660	chr3	1121	ENSGALG00000009435	26502864	1	133
EA76526	27791048	chr3	1122	ENSGALG00000008003	1544020	1	13
EA76384	27984547	chr3	1124	ENSGALG00000041470	71237628	1	427
EA77600	28868758	chr3	1126	ENSGALG00000030324	8136572	1	51
EA78972	28898182	chr3	1127	ENSGALG00000030844	8056726	1	50
EA73402	29585012	chr3	1129	ENSGALG00000006576	8295700	1	52
EA75081	29890677	chr3	1133	ENSGALG00000019290	60178280	1	367
EA75231	31412704	chr3	1134	ENSGALG00000011342	45469802	1	228
EA76807	32042137	chr3	1136	ENSGALG00000041251	20502957	1	107
EA75088	32045618	chr3	1137	ENSGALG00000035940	15243987	1	89
EA76787	32841910	chr3	1138	ENSGALG00000008280	13106456	1	68
EA77934	34764562	chr3	1143	ENSGALG00000016288	118143733	1	643
EA77240	35510422	chr3	1144	ENSGALG00000016816	138303644	1	737
EA77104	36251559	chr3	1150	ENSGALG00000016758	133803188	1	710
EA76813	36298740	chr3	1151	ENSGALG00000016759	133813733	1	712
EA76010	44961473	chr3	1162	ENSGALG00000043035	178377553	1	846
EA74791	46322138	chr3	1167	ENSGALG00000011747	48069615	1	255
EA77200	47737405	chr3	1173	ENSGALG00000041263	174079521	1	826
EA78656	48885158	chr3	1174	ENSGALG00000045052	174520440	1	827
EA74203	49559705	chr3	1176	ENSGALG00000017070	175832231	1	829
EA77522	49903249	chr3	1178	ENSGALG00000017089	177111040	1	836
EA75522	50532365	chr3	1181	ENSGALG00000029779	177444251	1	839
EA75282	51565367	chr3	1185	ENSGALG00000027035	177658052	1	844
EA74434	54110608	chr3	1198	ENSGALG00000016326	119599200	1	646
EA73091	54524928	chr3	1200	ENSGALG00000016852	141643190	1	754
EA77922	54660440	chr3	1201	ENSGALG00000016853	141655299	1	755
EA77328	55641567	chr3	1202	ENSGALG00000007441	196929712	1	937
EA79139	55802293	chr3	1204	ENSGALG00000017319	196150403	1	929
EA79239	55816405	chr3	1205	ENSGALG00000017320	196160545	1	930
EA78576	59924787	chr3	1213	ENSGALG00000014924	80209347	1	485
EA73355	61815772	chr3	1219	ENSGALG00000032836	112544501	1	625
EA76503	62057344	chr3	1220	ENSGALG00000042400	113092778	1	626
EA74934	62629027	chr3	1222	ENSGALG00000015193	84661650	1	512
EA77677	63151827	chr3	1223	ENSGALG00000016217	112296680	1	623
EA74799	63332876	chr3	1224	ENSGALG00000015204	84701317	1	514
EA77596	63420893	chr3	1225	ENSGALG00000016222	112500337	1	624
EA74833	63818368	chr3	1228	ENSGALG00000016238	113500609	1	631
EA78994	64380392	chr3	1230	ENSGALG00000041078	114047548	1	633
EA76101	64546804	chr3	1232	ENSGALG00000016799	136578370	1	727
EA73704	64632633	chr3	1233	ENSGALG00000016801	136782858	1	728
EA73158	64872936	chr3	1234	ENSGALG00000016236	113456709	1	630
EA73877	65100918	chr3	1238	ENSGALG00000015225	84810188	1	516
EA75936	65102090	chr3	1239	ENSGALG00000015230	84810189	1	517
EA75434	65158136	chr3	1240	ENSGALG00000015233	84913575	1	518
EA76617	65168181	chr3	1241	ENSGALG00000039376	85034494	1	519
EA78933	65239566	chr3	1242	ENSGALG00000016231	113346140	1	628
EA76295	65373366	chr3	1244	ENSGALG00000016554	123308764	1	670
EA77164	68685233	chr3	1251	ENSGALG00000016551	123220540	1	668
EA73238	70121632	chr3	1255	ENSGALG00000033671	172776030	1	819
EA73558	70680361	chr3	1256	ENSGALG00000016862	144230790	1	762
EA78111	71100367	chr3	1257	ENSGALG00000016766	133946308	1	715
EA76651	82372559	chr3	1284	ENSGALG00000008975	23349810	1	122
EA79003	83026830	chr3	1287	ENSGALG00000011357	45469719	1	227
EA76403	83098835	chr3	1288	ENSGALG00000011377	45566402	1	229
EA77353	84639530	chr3	1293	ENSGALG00000009532	29620342	1	143
EA74991	88055271	chr3	1296	ENSGALG00000030140	7200482	1	42
EA78070	88152694	chr3	1297	ENSGALG00000013738	7225802	1	43
EA73138	88188854	chr3	1298	ENSGALG00000014228	70398886	1	424
EA76897	88562960	chr3	1299	ENSGALG00000014234	70567703	1	426
EA75929	89656506	chr3	1301	ENSGALG00000037842	2047067	1	24
EA75767	89738641	chr3	1302	ENSGALG00000038187	1976734	1	23
EA76327	90213630	chr3	1303	ENSGALG00000032978	1852908	1	22
EA76963	90398889	chr3	1304	ENSGALG00000008111	1614550	1	17
EA73979	90399451	chr3	1305	ENSGALG00000008103	1614380	1	16
EA74592	90439811	chr3	1306	ENSGALG00000023661	14881060	1	83
EA76684	90907380	chr3	1308	ENSGALG00000038981	14949363	1	85
EA73794	91227305	chr3	1311	ENSGALG00000012569	53241371	1	321
EA78196	93023810	chr3	1316	ENSGALG00000012974	59978098	1	365
EA79165	93582741	chr3	1317	ENSGALG00000012986	60274689	1	368
EA78636	97484731	chr3	1340	ENSGALG00000015197	84701091	1	513
EA74927	101937010	chr3	1374	ENSGALG00000016241	113587894	1	632
EA76031	106649223	chr3	1390	ENSGALG00000034574	24799630	1	127
EA74492	107282569	chr3	1391	ENSGALG00000037206	24995430	1	128
EA73525	107372798	chr3	1392	ENSGALG00000009110	24495990	1	126
EA79091	108396245	chr3	1394	ENSGALG00000006682	7372660	1	46
EA73098	108608456	chr3	1395	ENSGALG00000008814	22445383	1	116
EA79535	110038877	chr3	1397	ENSGALG00000033997	21022424	1	110
EA77005	110616668	chr3	1399	ENSGALG00000028840	71299679	1	428
EA74049	111966889	chr3	1405	ENSGALG00000019361	32879723	1	157
EA76603	113051595	chr3	1407	ENSGALG00000009759	32162491	1	156
EA74174	113274707	chr3	1408	ENSGALG00000009755	31886512	1	155
EA74395	113815263	chr3	1409	ENSGALG00000009927	35332500	1	174
EA72817	119855276	chr3	1433	ENSGALG00000036300	6834524	1	39
EA76094	120236763	chr3	1434	ENSGALG00000006753	4815822	1	32
EA75365	120857408	chr3	1437	ENSGALG00000032159	60885686	1	374
EA79420	121642177	chr3	1440	ENSGALG00000015480	93721328	1	562
EA77347	122505222	chr3	1443	ENSGALG00000033789	54718953	1	336
EA73505	122602097	chr3	1444	ENSGALG00000030933	54703830	1	334
EA73668	123363497	chr3	1447	ENSGALG00000009544	29702640	1	145
EA73187	123478772	chr3	1448	ENSGALG00000012852	56801776	1	348
EA78825	123609368	chr3	1449	ENSGALG00000036908	48096067	1	256
EA77752	127164665	chr3	1459	ENSGALG00000016828	138803177	1	743
EA78726	128050614	chr3	1463	ENSGALG00000030515	44891392	1	221
EA78705	128749307	chr3	1465	ENSGALG00000006332	4112109	1	29
EA75064	130281229	chr3	1468	ENSGALG00000009739	31379889	1	152
EA73457	132739641	chr3	1480	ENSGALG00000016926	156971304	1	784
EA78409	135338578	chr3	1483	ENSGALG00000016847	140546009	1	751
EA77890	135471748	chr3	1484	ENSGALG00000016845	140453798	1	749
EA76959	135528449	chr3	1485	ENSGALG00000017064	175239903	1	828
EA75193	137575816	chr3	1489	ENSGALG00000017336	197464277	1	950
EA79387	138179074	chr3	1493	ENSGALG00000016927	157456502	1	785
EA76436	142068388	chr3	1506	ENSGALG00000008115	14267311	1	78
EA74334	149356022	chr3	1532	ENSGALG00000014746	78604629	1	473
EA74216	153672355	chr3	1551	ENSGALG00000015437	92913597	1	554
EA72939	163029853	chr3	1560	ENSGALG00000012218	50849565	1	297
EA73669	163078794	chr3	1561	ENSGALG00000019316	50847064	1	296
EA78313	165580219	chr3	1566	ENSGALG00000039245	54848374	1	337
EA76574	170764470	chr3	1576	ENSGALG00000015402	90073521	1	548
EA78255	172491370	chr3	1584	ENSGALG00000014683	78099885	1	469
EA75246	172515351	chr3	1585	ENSGALG00000014567	78020461	1	465
EA78426	175521248	chr3	1602	ENSGALG00000014435	77587396	1	456
